"id","nom_groupe","tags","localisation","localisation_type","begin_date_year","type"
140730,The Astro Zombies,psychobilly,Dijon,3,1996,2
141386,Hélène,classical,Le Mans,3,1966,1
141704,Mystik,hip hop,Pointe-Noire,3,1978,1
141912,Orange Blossom,"electronic, world, trip hop",Nantes,3,1993,2
142058,Master H,dance and electronica,Marseille,3,,1
142200,Anne Marie David,"french, eurovision, turkish",Arles,3,1952,1
142300,Zézé Mago,rock,Nilvange,3,,1
143216,Bunny Brunel,jazz,Nice,3,1950,1
143676,General Elektriks,"funk, jazz, alternative rock, electronic",Paris,3,,1
144351,Space Art,"electronic, progressive electronic",Paris,3,1977,2
144379,Frédéric Lerner,singer-songwriter,Paris,3,1972,1
145011,Sheila,"disco, yé-yé, french singer, pop, french",Créteil,3,1945,1
145032,Les Bidochons,"french, france, punk",France,1,1988,2
145384,Pierre Bastien,experimental,Paris,3,1953,1
146555,La Souris déglinguée,"alternative rock, punk, france, rock",Paris,3,1979,2
146823,Dub Inc,"ragga, reggae, dub, world, dancehall",Saint-Étienne,3,1997,2
147008,Laurent de Wilde,jazz,"Washington, D.C.",2,1960,1
147492,Louis Bertignac,rock,Oran,2,1954,1
147855,Patrick Fiori,"french, pop",Marseille,3,1969,1
149116,Alec R. Costandinos,"symphonic disco, disco",Cairo,3,1944,1
150359,Jean‐François Heisser,"pianiste, french pianist",Saint-Étienne,3,1950,1
150990,Jeanne Cherhal,"singer-songwriter, french",Nantes,3,1978,1
151076,Arnaud Fleurent-Didier,french,Paris,3,1974,1
151121,Alexandre Desplat,"film composer, orchestral, easy listening soundtracks and musicals",Paris,3,1961,1
151573,Sleeppers,"noise rock, french",Jonzac,3,1989,2
151577,Seven Hate,power,Poitou-Charentes,2,,2
152771,Inhumate,"grindcore, death metal",Strasbourg,3,1990,2
153405,Joseph Cotton,"dancehall, reggae",Saint Ann,2,1957,1
153642,Melek-Tha,industrial,Nesles,3,1994,3
153657,Bernard Minet,french,Hénin-Beaumont,3,1953,1
153681,Loudblast,"punk, thrash metal, france",Lille,3,1986,2
153717,Élie Semoun,"french, humorist",Paris,3,1963,1
154164,Antoine,"chanson, french singer, beat music, french pop",Toamasina,3,1944,1
154171,Astonvilla,rock,Ivry-sur-Seine,3,1994,2
154727,Francis Lalanne,"on se retrouvera, french, singer-songwriter",Bayonne,3,1958,1
155800,Panik,"punk, france",Île-de-France,2,1981,2
155830,Carcariass,"death metal, melodic death metal, progressive death metal, metal",Besançon,3,1991,2
155850,Pit Baccardi,hip hop,Yaoundé,3,1978,1
155855,Booba,"hip hop, gangsta rap, rap fr, french hip hop, rap",Boulogne-Billancourt,3,1976,1
156781,Alice Dona,"chanson française, singer-songwriter",Maisons-Alfort,3,1946,1
156782,Patricia Carli,"french pop, chanson, soul, ye-ye",Taranto,4,1938,1
156959,Bernard Lubat,"jazz, library music, jazz-rock, jazz fusion",Uzeste,3,1945,1
157286,Najat Aatabou,"moroccan chaabi, izlan",Rabat-Salé-Kénitra,2,1960,1
157836,Chantal Kelly,yé-yé,Marseille,3,1950,1
158382,Diamond Eyed Princess,"folk metal, black metal, fantasy, paganism",Toulon,3,1996,2
159660,Jeanne Mas,"synth-pop, pop, french singer",Alicante,3,1958,1
159662,Corynne Charby,french,Paris,3,1960,1
160335,Kery James,"hip hop, rap",Les Abymes,3,1977,1
161166,Frankie Jordan,rock,Oran,3,1941,1
161618,Ridan,french,Brou-sur-Chantereine,3,1975,1
162936,Nicoletta,"french singer, french, todo-vinyl-singles",Thonon-les-Bains,3,1944,1
163042,Albert Marcœur,"experimental rock, zolo, avant-prog, chanson, jazz fusion, jazz",Dijon,3,1947,1
163522,Nguyên Lê,jazz,Paris,3,1959,1
163676,Chloé,"tech house, techno, minimal techno, electronic",Paris,3,1976,1
163905,Anis,chanson française,Pontoise,3,1977,1
163949,Stéphane Belmondo,jazz,Hyères,3,1967,1
163983,Claude‐Michel Schönberg,"soundtrack, musical",Vannes,3,1944,1
164012,Michèle Torr,chanson française,Pertuis,3,1947,1
164101,Jil Caplan,"europop, french singer",Paris,3,1965,1
164260,The Old Dead Tree,"progressive death metal, melodic death metal, gothic metal, metal, death metal",Paris,3,1997,2
166590,Olivia Ruiz,"star academy, french",Carcassonne,3,1980,1
166672,Jean‐Pascal,french,Toulouse,3,1978,1
167095,Michèle Bernard,"chanson, chanson française, singer-songwriter",Lyon,3,1947,1
167331,Enzo Enzo,chanson française,Paris,3,1959,1
167355,Ronnie Bird,rock,Boulogne-sur-Mer,3,1946,1
167546,Didier Super,french,Douai,3,1973,1
167840,Asia Minor,symphonic prog,Paris,3,1973,2
168420,Ultra Vomit,"metal, death metal, heavy metal, parodic, grindcore, comedy",Nantes,3,1999,2
168459,Mes souliers sont rouges,chanson traditionnelle française,France,1,1991,2
170031,Ataraxie,"death-doom metal, metal, death metal, doom metal, funeral doom metal, death doom metal, funeral/doom/death-metal",Rouen,3,2000,2
170083,S.U.P.,"french metal, french, metal",Wallers,3,1989,2
170843,Klone,"french, metal, progressive metal, french metal, groove metal, death metal",Poitiers,3,1995,2
170926,Abschaum,"psychedelic rock, krautrock, motorik",France,1,,2
171266,Romane,"jazz, french, gypsy jazz",Paris,3,1959,1
171309,Little Bob,rock,Alessandria,2,1945,1
171540,Enhancer,"french, band, game, enhancer, soundtrack, video game, vgm",Andrésy,3,1996,2
171840,Manset,rock,Saint-Cloud,3,1945,1
171851,Nouvelle Vague,"new wave, indie folk, acoustic, lounge, bossa nova, indie pop",Paris,3,2003,2
172196,André Ceccarelli,"french, jazz",Nice,3,1946,1
172320,Destinity,"metal, french metal, french",Lyon,3,1996,2
172534,Svinkels,hip hop,Paris,3,1994,2
172844,HIV+,noise,Spain,1,1968,1
174488,Pierre Perret,"singer-songwriter, pop, french singer, rhythm and blues, jazz fusion, soul, chanson française",Castelsarrasin,3,1934,1
175400,Pascal Parisot,singer-songwriter,France,1,1963,1
175509,Michel Leeb,"french, humorist",Köln,3,1947,1
175546,Les Hurlements d’Léo,"todo-works, french, rock",France,1,1995,2
176000,Tagada Jones,punk,Rennes,3,1993,2
176338,Eternal Majesty,"hate, anti-christianity, black metal, death, darkness",Paris,3,1995,2
177057,Internal Fusion,"modern classical, minimal, experimental",Ploeren,3,,2
177197,Mina Agossi,"jazz and blues, jazz",Besançon,3,1972,1
177220,Kool Shen,hip hop,Seine-Saint-Denis,2,1966,1
178986,Sonerien Du,"folk, breton, breton folk music",Pont-l'Abbé,3,1972,2
179780,Philippe Sarde,"french, film composer, composer",Neuilly-sur-Seine,3,1948,1
179822,Manu Katché,jazz,Saint-Maur-des-Fossés,3,1958,1
181586,Didier Barbelivien,"french, ballad, todo-works, chanson française, singer-songwriter",Paris,3,1954,1
183017,Mr R,hip hop,Etterbeek,4,1975,1
184278,Unswabbed,"french, metal",Lille,3,1996,2
184911,Zoxea,hip hop,Sèvres,3,1974,1
185837,Ol’ Kainry,hip hop,Évry,3,1980,1
185998,Blut aus Nord,"black metal, avant-garde metal, atmospheric black metal, industrial metal, dissonant black metal, dark ambient, industrial/black-metal / avantgarde, ambient black metal",Mondeville,3,1994,2
186996,Himinbjorg,"viking metal, viking wars, black metal, scandinavian mythology",Chambéry,3,1996,2
187573,Deathspell Omega,"french, black-metal / avantgarde, dissonant, black metal, metal, dissonant black metal",Poitiers,3,1998,2
187625,Gilles Chabenat,french,Lignières,3,1963,1
188764,Belenos,"sorrow, celtic heathenism and valour, pagan black metal, nature, black metal",Beaurains,3,1995,2
189136,Élodie Frégé,"world, pop, french",Cosne-Cours-sur-Loire,3,1982,1
189265,Disiz,"hip hop, todo-works",Amiens,3,1978,1
190392,Djamshid Chemirâni,persian classical,Tehran,3,1942,1
191130,Gildas Arzel,singer-songwriter,Marckolsheim,3,1961,1
192528,Jacqueline Taïeb,"yé-yé, pop",Tunis,3,1948,1
193121,Julien Jacob,julien jacob,Benin,1,,1
193152,Sébastien Léger,"house, electronic, french",Paris,3,1979,1
193315,Les Goths,"garage rock, psychedelic rock",Gisors,3,1967,2
193843,Isabelle Aubret,"french, eurovision",Nord,2,1938,1
193881,Dubphonic,french,Paris,3,1999,2
194264,Florent Marchet,"french singer, singer-songwriter, french, todo-works",Bourges,3,1975,1
194336,Amanda Woodward,"hardcore, screamo",Caen,3,2000,2
195184,Déportivo,french,Bois-d'Arcy,3,2003,2
195725,DDAA,"experimental, noise rock, industrial, minimal wave",Caen,3,1975,2
196017,Charlotte Gainsbourg,"todo-works, british, english, french, indie pop",London,3,1971,1
197231,Kaly Live Dub,dub,Lyon,3,1995,2
197352,Hypo,rock and indie,Dreux,3,1973,1
197374,Jérémy Chatelain,"france, star academy, french, francophone, français",Créteil,3,1984,1
199530,Jehro,"folk, reggae",Marseille,3,1965,1
199934,Bathyscaphe,rock and indie,Paris,3,,2
200045,Chimène Badi,"french, todo-works",Melun,3,1982,1
200478,O.Lamm,dance and electronica,Paris,3,1979,1
201606,Eths,"metal, french",Marseille,3,1999,2
202140,Juan Carmona,"flamenco, lyon",Lyon,3,1963,1
204036,Steeve Estatof,"french, nouvelle star, rock",Saint-Martin-d'Hères,3,1972,1
204579,Amel Bent,variété française,Paris,3,1985,1
205322,Ad Vitam Aeternam,"dark metal, melodic dark metal, gothic metal",Paris,3,1999,2
206811,Marc Berthoumieux,"jazz, composer, accordionist, compositeur",Haute-Savoie,2,1960,1
207407,Hugues Aufray,"singer-songwriter, je reviens, contemporary folk, chanson française, french",Neuilly-sur-Seine,3,1929,1
207492,Graziella de Michele,pop,Lyon,3,1956,1
207884,Michel Redolfi,"ambient, electronic, electroacoustic, musique concrète, space ambient",France,1,1951,1
209381,El Búho,"downtempo, electronic, latin electronic, cumbia, folktronica, electronica, digital cumbia",England,2,,1
209767,Pierre Palmade,"french, humorist",Bordeaux,3,1968,1
211236,Muriel Robin,"humorist, french",Montbrison,3,1955,1
211739,Clair Obscur,"coldwave, french, post-punk, minimal synth, neoclassical darkwave",Creil,3,1981,2
213667,Bruno Maman,french,Metz,3,1965,1
215919,Death Power,thrash metal,Orange,3,1986,2
216473,Glorious,christian rock,Valence,3,2002,2
217467,Igor Wakhévitch,"progressive electronic, modern classical, experimental",Gassin,3,1948,1
217795,Keny Arkana,"marseille, hardcore, rap, hip-hop, france, hip hop, rapper, conscious hip hop",Boulogne-Billancourt,3,1982,1
220710,Ewa Małas-Godlewska,soprano,Poland,1,1957,1
221284,Jacqueline Boyer,"french, eurovision",Paris,3,1941,1
223900,Roland Becker,breton,Auray,3,1957,1
224267,Darius Denon,zouk,Saint-Claude,3,,1
224394,Kaysha,"rnb, hip hop, kizomba, zouk, afro house, rap, kaysha, coupe decale, sushiraw, kuduro",Kinshasa,3,1974,1
224869,Malleus Maleficarum,"darkness, black metal, depression, night, war, nihilism",La Rochelle,3,1997,2
226158,"20syl","hip hop, electronic",Nantes,3,1979,1
227020,Emmanuel Moire,french,Le Mans,3,1979,1
227252,Pierre‐Laurent Aimard,"pianist, classical, french pianist",Lyon,3,1957,1
227985,La Pietà,"rap, electro, singer-songwriter, rock, punk",Anzio,4,,1
228601,Romain Humeau,rock,Aix-en-Provence,3,1971,1
229691,Rodolphe Burger,"singer-songwriter, rock",Colmar,3,1957,1
230003,André Minvielle,"occitan, jazz",Pau,3,1957,1
233885,Benighted,"grindcore, french, metal, death metal, technical death metal, french metal, brutal death metal, deathgrind",Saint-Étienne,3,1998,2
234159,Oshen,french,Paris,3,1977,1
234486,DJ Falcon,"french house, house",Paris,3,1975,1
234804,Ilona Mitrecey,n3,Fontenay-aux-Roses,3,1993,1
236388,Marie-Paule Belle,"chanson française, french singer",Pont-Sainte-Maxence,3,1946,1
236596,Vincent Baguian,"french, todo-works",Saint-Ouen-sur-Seine,3,1962,1
236599,Marcello Ferreira,seen live,Brazil,1,,1
236666,Séverine,"eurovision, french",Paris,3,1948,1
237415,Luke,"french, france, rock, francophone, français",Bordeaux,3,1998,2
237424,Phoenix,"keep on jumping, french, alternative rock, indie rock, français, rock, francophone, france, indie pop, pop rock, rock and indie",Versailles,3,1999,2
237539,Barbara Carlotti,"ballad, chanson française",Clamart,3,1974,1
237751,Dorothée,"tv music, french singer, presenter, actress, french, pop",Paris,3,1953,1
238077,Guy‐Manuel de Homem‐Christo,"french house, electronic",Neuilly-sur-Seine,3,1974,1
239062,Chemin de Haine,"occultism, black metal, satanism",Paris,3,1994,2
240655,Alain Markusfeld,"progressive rock, progressive folk, psychedelic rock, art rock",Paris,3,1950,1
240993,Nosfell,artificial language,Saint-Ouen-sur-Seine,3,1978,1
242684,Wax Tailor,"rock and indie, electronic, downtempo, hip hop, electronica, acid jazz, trip hop",Vernon,3,1975,1
242983,Gush,rock,Yvelines,2,2004,2
243136,Ad Inferna,"darkness, sex, symphonic black metal, gothic metal, industrial, electronic, lust, satanism, luxury, occultism",Paris,3,2000,2
243399,Daniel Mille,"jazz, french, accordion",Grenoble,3,1958,1
244755,Hacride,"technical death metal, progressive metal",Poitiers,3,2001,2
245344,Melaine Favennec,breton,Quimperlé,3,1950,1
245483,Tantrum,"noise, french",Montpellier,3,1993,2
245577,Philippe Entremont,"pianist, classical, french pianist, french conductor, conductor",Reims,3,1934,1
245784,Daby Touré,world,Boutilimit,,,1
246372,Michael Fortunati,"dance-pop, pop, eurobeat, europop, italo-disco",Villa Castelli,4,1955,1
246581,Sidilarsen,french,Toulouse,3,1997,2
246757,Dylath-Leen,"french, french metal, metal, atmospheric death metal",Cambrai,3,1999,2
246777,Sonia Wieder‐Atherton,cellist,San Francisco,3,1961,1
246784,Georges Chelon,"singer-songwriter, chanson à texte, chanson française",Marseille,3,1943,1
248517,Klimperei,"toypop, avant-folk, experimental, avant-garde pop, minimalism, toy music",Lyon,3,1985,2
249558,Joachim Garraud,electro house,Nantes,3,1968,1
251884,Marcel Kanche,todo-works,Loches,3,1954,1
252053,Funeralium,"funeral doom metal, metal",Paris,3,2003,2
252289,Mino Cinelu,jazz,Saint-Cloud,3,1957,1
252531,Neurotic Swingers,punk,Marseille,3,,2
257021,Corine Marienneau,rock,Paris,3,1952,1
259374,Patrice Guers,rock,Annecy,3,1969,1
263304,Angelo Debarre,jazz,Saint-Denis,3,1962,1
264321,Blessed in Sin,"occultism, blasphemy, satanism, melancholy, black metal, anti-christianity",Toulon,3,1993,2
264893,Jean-Baptiste Mondino,"france, photographe, photographer, french, français, francophone, photography",Aubervilliers,3,1949,1
264966,Moving Gelatine Plates,"avant-prog, jazz rock, progressive rock, canterbury scene",Sartrouville,3,1970,2
265220,Guerilla Poubelle,"punk, likedis auto, french, punk rock",Paris,3,2003,2
267016,Cyprien Katsaris,"classical, pianist, piano",Marseille,3,1951,1
267416,Bertrand Belin,"singer songwriter, chanson française, chanteur",Quiberon,3,1970,1
268004,Robert le Magnifique,rock,Alençon,3,1977,1
268833,Monolithe,"french, funeral doom metal, doom metal, metal",Paris,3,2001,2
270273,Mario Canonge,jazz,Fort-de-France,3,1960,1
270332,Pascal Dusapin,"classical, composer, french composer",Nancy,3,1955,1
270880,Élisabeth Kontomanou,jazz,Lyon,3,1961,1
270924,Mansfield.TYA,"french, nantes",Nantes,3,2002,2
270931,Le Singe Blanc,"noise rock, art rock, experimental rock",Metz,3,,2
272294,Ravin,buddha bar xi,Mauritius,1,1966,1
272302,Joëlle Léandre,"free jazz, free improvisation, jazz",Aix-en-Provence,3,1951,1
274597,The Splash Four,"france, punk",Paris,3,,2
275156,Quentin Dupieux,"european, french",Paris,3,1974,1
276078,Lazuli,progressive rock,Deaux,3,1998,2
279266,Poni Hoax,"francophone, french, france, français",Paris,3,2001,2
279836,Kayna Samet,"neo soul, hip hop, contemporary r&b",Nice,3,1980,1
285568,Soprano,"soprano, hip hop",Marseille,3,1979,1
286037,Arnaud Rebotini,"arranger, french, france, arrangeur, francophone, français",Nancy,3,1970,1
286498,Killers,"french, metal, heavy metal",Bardos,3,1982,2
287036,Les Fatals Picards,"comedy rock, rock, todo-works",Paris,3,1997,2
287312,Noël Akchoté,"free jazz, free improvisation, rock",Paris,3,1968,1
287354,Doriand,todo-works,Libourne,3,1972,1
287541,Alcest,"black metal, post-rock, post-metal, blackgaze, shoegaze",Bagnols-sur-Cèze,3,2000,2
287927,Bertrand Betsch,chanson française,Draveil,3,1970,1
288564,PKRK,"france, punk",Metz,3,1987,2
291684,Bertrand Cantat,"chanteur, rock, guitarist, french, france, francophone, français, singer, composer, lyricist, parolier, guitariste, compositeur, murderer, wifebeater, girlfriend killer, french singer",Pau,3,1964,1
291687,Serge Teyssot-Gay,rock,Saint-Étienne,3,1963,1
293981,Thomas Bloch,"classical, french composer, composer",Colmar,3,1962,1
294062,Marie Sauvet,folk,Paris,3,1952,1
294065,Laurent Vercambre,fiddler,Paris,3,1953,1
294469,Hell Militia,"necro black metal, black metal",Paris,3,2001,2
295996,Les Goristes,breton,Brest,3,1991,2
296590,Pascal Arbez-Nicolas,"french, france, francophone, français, electronic",Dijon,3,1976,1
296789,All Angels Gone,"math rock, post-rock",Paris,3,2001,2
298366,La Talvera,occitan,Cordes-sur-Ciel,3,,2
298964,Jean-Marie Machado,"jazz, pianiste, pianist",Tangier,3,1961,1
302511,Hervé Vilard,"singer-songwriter, pop, chanson française",Paris,3,1946,1
302573,Laurence Equilbey,"classical, conductor, french conductor",Paris,3,1962,1
302574,Cécile Ousset,"pianist, french pianist, classical",Tarbes,3,1936,1
304218,Brisa Roché,french,Arcata,3,1976,1
305679,Mr. Sam,trance,Tourcoing,3,1975,1
306043,Jean-Pierre Como,jazz,Paris,3,1963,1
306392,Hélène Grimaud,"french pianist, pianist, classical",Aix-en-Provence,3,1969,1
307672,Sammy Barbot,multiple countries,Le Lamentin,3,1950,1
308390,Glorior Belli,"black metal, luciferianism, occultism, satanism, gnosticism",Paris,3,2002,2
308715,Daniel Vangarde,"songwriter, aln-sh",Paris,3,1947,1
310827,Dany Boon,"french, humorist",Armentières,3,1966,1
310828,Smaïn,"humorist, french",Constantine,2,1958,1
311689,Jacques Mailhot,"humorist, french",Riom,3,1949,1
312058,Eric-Emmanuel Schmitt,"french, has german audiobooks, has german audio plays",Sainte-Foy-lès-Lyon,3,1960,1
312840,T.,sillyname,Goetzenbruck,3,1981,1
312871,AES Dana,"electronic, psybient",Lyon,3,,1
312983,Unsafe,"thrash metal, female fronted metal band, death metal, french metal band",Limoges,3,1998,2
313367,Ordo Templi Aeternae Lucis,"satanism, necrophilia, black metal, occultism",Aix-en-Provence,3,1993,
313373,Hayras,"black metal, anti-religious",Toulon,3,1999,2
314468,Samarabalouf,"jazz manouche, jazz fusion, jazz, swing",Amiens,3,1997,2
314474,Michel Godard,"tuba, jazz, serpent",Haute-Saône,2,1960,1
315198,François‐René Duchâble,"pianist, french pianist",Paris,3,1952,1
315464,Dan Levy,"français, french, folk rock, france, francophone",Paris,3,1976,1
316590,Véronique Gens,"baroque, french soprano",Orléans,3,1966,1
318046,Jean‐Marc Luisada,"french pianist, classical, pianist",Bizerte,3,1958,1
318286,Gérald Toto,french,Saint-Cloud,3,1967,1
318819,Seigneur Voland,"black metal, nsbm, paganism, hatred, war",Toulon,3,1996,2
320378,Malcuidant,"metal, glory, nihilism, powers of nature, black metal",Chaulgnes,3,1997,2
320511,Raymond Guiot,"jazz, flute",Roubaix,3,1930,1
322411,Rim’K,"trap, hip hop",Paris,3,1978,1
322578,Louis Sclavis,"jazz, jazz and blues, free improvisation, free jazz",Lyon,3,1953,1
323048,Justice,"french, rock, electronic, dance, house, electro, france, français, european, electro house, french touch, french house, new rave, dance and electronica, nu disco, synthwave, electro-disco, french electro",Paris,3,2003,2
323146,Myriam Abel,"french, nouvelle star",La Grand-Combe,3,1981,1
323758,Gang Jah Mind,reggae,Marseille,3,1993,2
324177,Hegemon,"nihilism, blasphemy, war, black metal",Montpellier,3,1996,2
325364,Mourning Dawn,"doom metal, metal, black metal",Paris,3,2002,2
325628,Birdy Nam Nam,"french, electro, francophone, français, electronica, dj, turntablism, france, electronic",Paris,3,2001,2
326425,Richard Kolinka,"drummer, batteur",Paris,3,1953,1
327196,Nelly Pouget,jazz,Dijon,3,1955,1
328063,Shakin’ Street,"rock, hard rock",Paris,3,1975,2
328550,Dimitri Tikovoï,"francophone, french, france, français, producer, producteur",Paris,3,,1
328932,Sandrine Kiberlain,french,Boulogne-Billancourt,3,1968,1
329490,Laurent Wolf,"français, france, house, french, francophone",Toulouse,3,1971,1
332942,Blaspheme,"metal, heavy metal",Paris,3,1981,2
332952,Attentat Rock,"francophone, hard rock, heavy metal, metal",Avignon,3,1980,2
333104,La Chapelle Royale,"french ensemble, classical",Paris,3,1977,6
333974,Jean-Marie Ecay,"france, jazz, guitariste, compositeur, francophone, français, french, guitarist, composer",Saint-Jean-de-Luz,3,1962,1
334717,William Christie,"conductor, french conductor, baroque, classical",Buffalo,3,1944,1
334886,Alexandre Tharaud,"french pianist, pianist, tharaud, classical",Paris,3,1968,1
335424,Bastien Lallemant,"pop, singer-songwriter",Dijon,3,1972,1
335474,Peste Noire,"black metal, avant-garde metal, neofolk, folk metal, neo-medieval folk, folk rock, experimental, metal",Avignon,3,2001,2
336934,Marie‐Josèphe Jude,"french pianist, pianist",Nice,3,1968,1
337594,Temple of Baal,"death, black metal, darkness, satanism, death metal",Paris,3,1998,2
339146,Gérard Lesne,"countertenor, classical, french countertenor",Montmorency,3,1956,1
340791,Spektr,"instrumental, black metal, density of immateriality, industrial metal, dark side of human mind, ambient",Paris,3,2000,2
340837,Emily Loizeau,"classic pop and rock, french singer",Neuilly-sur-Seine,3,1975,1
341080,Cebren-Khal,"mythology, darkness, black metal, doom metal, fears",Rennes,3,2004,2
341744,Alain Lombard,"classical, french conductor, conductor",Paris,3,1940,1
343290,Olivier Ker Ourio,"france, francophone, français, arranger, french, jazz, arrangeur, harmonicist, harmoniciste",Paris,3,1964,1
343405,Agnès Jaoui,"37322166 crayon d’all links",Antony,3,1964,1
345500,Patrick Timsit,"humorist, french",Algiers,3,1959,1
345501,Patrick Bosso,"french, humorist",Marseille,3,1962,1
345533,Daniel Prévost,"french, actor, humorist",Garches,3,1939,1
345878,Wolok,"black metal, nothingness, avant-garde metal, metal, end of life, doom metal",Yutz,3,2003,2
346388,Gorgon,"satanism, death, blasphemy, darkness, black metal",Antibes,3,1991,2
346392,Zarach 'Baal' Tharagh,"occultism, noise, ambient, black metal, horror, evil, nightmares, raw",Yutz,3,2000,2
346970,Bernard Bonvoisin,rock,Nanterre,3,1956,1
347632,Grand Corps Malade,"lyricist, français, parolier, french, france, spoken word, slam, francophone, slam poetry",Le Blanc-Mesnil,3,1977,1
351285,Michel Alibo,jazz,Martinique,1,1959,1
351325,Michel Benita,"post-bop, jazz",Algiers,3,1954,1
352148,Gaëtan Roussel,rock,Rodez,3,1972,1
352236,The No-Talents,"france, punk",Montrouge,3,,2
353215,Orchestre de Paris,"french orchestra, symphony orchestra, classical",Paris,3,1967,5
353887,Claire Diterzi,"french, francophone, france, chanson française, français",Tours,3,1970,1
354218,Édouard Ferlet,"post-bop, jazz",Paris,3,1971,1
354712,eRikm,"eai, free improvisation, experimental electronic",Mulhouse,3,1970,1
355305,Érik Marchand,breton,Paris,3,1957,1
355313,Beñat Achiary,free improvisation,Saint-Palais,3,1947,1
355327,Artesia,neoclassical darkwave,Pleubian,3,2001,2
356102,Latcho Drom,"jazz, french",Toulouse,3,1993,2
356201,Carpe Diem,"progressive rock, eclectic prog, symphonic prog",Nice,3,1970,2
358581,SebastiAn,"french electro, electropop, film score, electro house, french, glitch, french touch, french house, synthwave, france, electro, dance, electronic, progressive electronic",Boulogne-Billancourt,3,1981,1
359227,Alain Jean‐Marie,jazz,Pointe-à-Pitre,3,1945,1
359399,Laurent Cugny,jazz,La Garenne-Colombes,3,1955,1
360071,Epheles,"occultism, french, black metal, darkness",Sarralbe,3,1997,2
360103,Christophe Godin,rock,Annecy,3,1968,1
360851,辻子紀子,"art pop, electronic",Osaka,3,1976,1
365106,Laurent Robin,jazz,Fontainebleau,3,1967,1
366248,Marc Ducret,"todo-works, jazz, free jazz, free improvisation, french",Paris,3,1957,1
367867,Mélanie Pain,"pop, francophone, france, chanteur, singer, french, français",Caen,3,,1
368410,Vincent Courtois,"jazz, free jazz, free improvisation",Paris,3,1968,1
368757,Yta Farrow,rock,Toulouse,3,1974,1
369083,François‐Bernard Mâche,to clean up,Clermont-Ferrand,3,1935,1
369090,Gilles Racot,to clean up,Les Pavillons-sous-Bois,3,1951,1
370158,Yuksek,"français, dj, francophone, france, french, electronic",Reims,3,1977,1
372028,Remembrance,"funeral doom metal, death metal",Nord-Pas-de-Calais,2,2004,2
372439,Fabrice Aboulker,"composer, production music, french",Neuilly-sur-Seine,3,1959,1
372848,Patricia Petibon,classical,Montargis,3,1970,1
373594,Renaud Letang,"french, france, français, producer, sound engineer, ingénieur du son, producteur",Tehran,3,1970,1
373604,Dominique Blanc-Francard,"ingénieur du son, arranger, arrangeur, ingénieur de matriçage, mastering engineer, producteur, ingénieur de mastering, sound engineer, producer",Rueil-Malmaison,3,1944,1
375628,Gérard Badini,"jazz, dixieland, swing",Paris,3,1931,1
379398,Marc Minkowski,classical,Paris,3,1962,1
379405,Les Musiciens du Louvre,classical,Paris,3,1982,2
379862,François‐Joël Thiollier,"pianist, piano, french pianist",Paris,3,1943,1
380699,Frontside,death metal,Colmar,3,1998,2
380726,Shaka Ponk,"alternative rock, new rave, rap rock, alternative metal, electronic rock, electronic",Paris,3,2004,2
381945,Mortifera,"despair, black metal, sadness, desolation",Pont-Saint-Esprit,3,2001,2
382306,Merrimack,black metal,Paris,3,1994,2
382477,Marie France,france,Oran,3,1946,1
383283,Nâdiya,"pop, contemporary r&b, dance-pop",Tours,3,1973,1
383802,Abd al Malik,"french, slam poetry",Paris,3,1975,1
384580,Jacques Schwarz-Bart,jazz,Les Abymes,3,1962,1
385075,Jean‐Félix Lalanne,french,Nice,3,1962,1
385800,Didier Malherbe,jazz,Paris,3,1943,1
386744,François Rabbath,"french, france, contrebassiste, francophone, français, double bassist, avant-garde jazz",Aleppo,3,1931,1
388230,La Maison Tellier,folk rock,Rouen,3,2004,2
388928,Gwerz,breton,Poullaouen,3,1981,2
388939,Annie Ebrel,"parolier, chanteur, arranger, breton, lyricist, composer, compositeur, arrangeur, french, france, francophone, singer, français",Lohuec,3,1969,1
392124,Joël Daydé,soul,Paris,3,1947,1
393224,Pony Pony Run Run,"francophone, pop rock, français, france, french",Angers,3,2003,2
393236,Patrice Caratini,jazz,Neuilly-sur-Seine,3,1946,1
393618,Les Olivensteins,"france, punk",Rouen,3,1978,2
393629,Rose,automod ng,Nice,3,1978,1
395909,Pierre-Alain Goualch,jazz,Toulon,3,1973,1
397036,Louis Winsberg,jazz,Marseille,3,1963,1
397379,Natural Snow Buildings,"experimental, free folk, psychedelic folk, drone, ambient, post-rock",Paris,3,1998,2
397827,Renan Luce,chanson,Paris,3,1980,1
397917,Dominique Brethes,mastering,Bayonne,3,1956,1
398424,László Hadady,"classical, oboist, hungarian oboist",Békés,2,1956,1
398984,Wolfsangel,black metal,Bourges,3,2004,2
399834,AaRON,"pop rock, electronic, french",Paris,3,2004,2
400560,Aussitôt Mort,"screamo, french",Caen,3,2005,2
401198,Simon Goubert,"post-bop, jazz",Rennes,3,1960,1
401204,Teki Latex,"european, french, desi",Paris,3,1978,1
402167,DJ Pone,"electronic, dj, français, french, france, francophone, electro",Meaux,3,1978,1
402625,Anne Queffélec,"classical, french pianist, pianist",Paris,3,1948,1
402866,Emmanuel Krivine,"conductor, classical, french conductor",Grenoble,3,1947,1
402890,Justin(e),"punk, punk rock",Treillières,3,2002,2
402950,Michel Plasson,"french conductor, conductor, classical",Paris,3,1933,1
