"id","nom_groupe","tags","localisation","localisation_type","begin_date_year","type"
648723,Jean-Marc Padovani,jazz,Villeneuve-lès-Avignon,3,1956,1
648861,Frédéric Motte,"amiga, demoscene",Rethel,3,1970,1
649369,Jacky Molard,"français, francophone, breton, violinist, violoniste, mastering engineer, ingénieur de mastering, breizh, bretagne, ingénieur du son, sound engineer, brittany, ingénieur de matriçage, france, french",Saint-Malo,3,1961,1
649499,Hypno5e,"math metal, avant-garde metal, progressive metal, metal, experimental, post-metal",Montpellier,3,2003,2
650098,Anne Auffret,breton,Bulat-Pestivien,3,,1
650196,Louis Langrée,"classical, french conductor, conductor",Mulhouse,3,1961,1
650202,Sylvain Cambreling,"conductor, french conductor, classical",Amiens,3,1948,1
650212,Demon Eyes,"heavy metal, metal",Sannois,3,1982,2
651087,Jean‐Claude Pennetier,"pianist, french pianist",Châtellerault,3,1942,1
652219,Aluk Todolo,"occult rock, power trio, noise rock, experimental rock, psychedelic rock, krautrock, instrumental",Grenoble,3,2004,2
654500,Whyzdom,symphonic metal,Paris,3,2007,2
656488,Emmanuelle Bertrand,"classical, cellist, french cellist",Firminy,3,1971,1
658524,Francis Lockwood,moog,Calais,3,1952,1
658570,The Arrival of Satan,"black metal, suffering, mutilation, suicide, madness, darkness, disgust, depression",Grenoble,3,1999,2
658669,Caroline Casadesus,soprano,Paris,3,1962,1
658670,Thomas Enhco,jazz,Paris,3,1988,1
661789,Yves Loiseau,journalist,Paris,3,1943,1
661926,Skip the Use,"indie rock, dance-punk, new rave",Ronchin,3,2008,2
664388,Matthieu Donarier,jazz,Nantes,3,1976,1
665858,Dimoné,"rock, french",Montpellier,3,1966,1
665866,Les Discrets,"blackgaze, metalgaze, post-rock, shoegaze",Lyon,3,2003,2
671455,Jean-Christophe Rufin,has german audiobooks,Bourges,3,1952,1
672460,The Algorithm,"djent, mathcore, experimental, progressive metal, electronic",Perpignan,3,1989,1
672842,Jérémie Rhorer,"classical, french conductor, conductor",Paris,3,1973,1
672909,Les Yeux d'la Tête,french,Paris,3,2006,2
673366,Diego Imbert,jazz,Paris,3,1966,1
673697,Dead Heat,minimal synth,Le Havre,3,,1
674074,Keyvan Chemirâni,persian classical,Paris,3,1968,1
674812,Folge dem Wind,"pagan black metal, nature, paganism, ancient times",Montgeron,3,1999,2
679579,Volfoniq,"electronic, reggae, dub",Montpellier,3,2004,2
681212,Jacques Bolognesi,jazz,Gap,3,1947,1
681949,Stéphane Guillaume,jazz,Le Plessis-Bouchard,3,1974,1
682024,Nicolas Folmer,jazz,Albertville,3,1976,1
682462,Michel‐Yves Kochmann,"guitar player, michel-yves kochmann",Mulhouse,3,1962,1
685401,Weak,"punk, rock, punk rock",La Rochelle,3,1994,2
686751,Joyce Jonathan,french,Levallois-Perret,3,1989,1
686985,Nahar,"death, black metal",Saint-Héand,3,2000,2
688066,Inkisitor,"inquisitorial tortures, bloodthirst, brutality, raw, black metal",Le Mans,3,2000,2
689462,Les Chants de Nihil,black metal,Plérin,3,2007,2
689470,Stéphane Mondino,french,Aubervilliers,3,1975,1
689649,Bruno Belthoise,french,Paris,3,1964,1
689894,Claude Barthélemy,jazz,Saint-Denis,3,1956,1
692027,Alpha 5.20,"rap, french",Dakar,3,1977,1
692588,Ben l’Oncle Soul,soul,Tours,3,1984,1
693067,Jean Méreu,jazz,Saint-Vallier,3,1944,1
693075,Jean-Paul Autin,jazz,Grenoble,3,,1
694194,Shub,"rock, noise, french",Gard,2,1996,2
694407,Camélia Jordana,"french, nouvelle star, pop",Toulon,3,1992,1
696586,Minino Garay,jazz,Córdoba,2,1965,1
697071,Johan Dalgaard,"claviériste, keyboardist",Denmark,1,,1
697940,Sébastien Boisseau,jazz,Lille,3,1974,1
698805,Jacques Di Donato,jazz,Bourg-en-Bresse,3,1942,1
698926,Claude Gousset,jazz,Paris,3,1929,1
698930,Dany Doriz,jazz,Boissy-Saint-Léger,3,1941,1
702210,Chris Jennings,jazz,Calgary,3,1978,1
708384,Jean-Efflam Bavouzet,"french pianist, pianist, classical",Lannion,3,1962,1
710185,Hangman’s Chair,"sludge, sludge metal, stoner metal, doom, stoner, doomgaze, metal, doom metal",Paris,3,2005,2
710481,Fabrice Luchini,french,Paris,3,1951,1
713147,Vincent Dumestre,"lutenist, french",Saint-Germain-en-Laye,3,1968,1
716562,Sexion d’Assaut,hip hop,Paris,3,2002,2
716567,Mannick,singer-songwriter,Angers,3,1944,1
719074,Sergio Tomassi,accordion,Paris,3,1960,1
719165,Nicolas Neidhardt,jazz,Mainz,3,1963,1
720786,Zaz,"jazz, chanson",Tours,3,1980,1
723489,Patrice Héral,"jazz, post-bop",Montpellier,3,1965,1
725932,Wehwalt,"experimental, industrial, noise",Saint-Nazaire,3,1977,1
727104,Céline Frisch,"harpsichordist, baroque",Marseille,3,1974,1
728373,Dominique Leurquin,rock,Lille,3,1965,1
733253,Frédéric Manoukian,jazz,Île-de-France,2,1955,1
734706,Myrdhin,"breton celtic folk music, christmas music, progressive folk",Dinan,3,1950,1
734966,Grands-Mères et Soufflets,"french, balfolk, bal folk",Luxeuil-les-Bains,3,,2
736663,Tal,"dance-pop, tal, contemporary r&b, french pop, pop rock, pop",Israel,1,1989,1
738165,Jean-Luc Roudaut,"children, french",Plouguerneau,3,1956,1
738676,Catacomb,"death metal, h.p. lovecraft, mysticism, satan, death",Provence-Alpes-Côte-d'Azur,2,1990,2
738822,Left In Torment,funeral doom metal,France,1,2008,2
739497,Géraldine Laurent,"post-bop, jazz",Niort,3,1975,1
740041,Jérôme Ducros,"pianist, french pianist, classical",Avignon,3,1974,1
741469,Aldaaron,black metal,Grenoble,3,2004,2
742049,Arandel,electronic,Lyon,3,2008,2
743735,Sophia Domancich,"free jazz, jazz, post-bop, free improvisation",Paris,3,1957,1
744172,Lilly Wood and The Prick,"folk, alternative rock, pop",Paris,3,2006,2
744363,Smash Hit Combo,"hardcore, rapcore, metal, frenchcore",Cernay,3,2004,2
747227,Muriel Laporte,french singer,Chinon,3,1963,1
752404,Whoresnation,grindcore,Besançon,3,2009,2
752814,Amaury Wallez,bassoon french,Sebourg,3,1937,1
752820,André Cazalet,horn,Pau,3,1955,1
753789,Xavier Desandre-Navarre,jazz,Paris,3,1961,1
754589,Blacko,"raga, rap, reggae",Montfermeil,3,1979,1
754942,Mister You,french,Paris,3,1984,1
754968,Tiers Monde,"rap, hardcore",Le Havre,3,1981,1
755219,Philippe Giusiano,"pianist, french pianist",Marseille,3,1973,1
755220,Gérard Beauchamp,"audio, arranger",Paray-le-Monial,3,1958,1
756200,Jean-Rachid,"producer, producteur",Mantes-la-Jolie,3,,1
756487,Ludovic Bruni,"guitariste, guitarist",Hyères,3,1976,1
756797,Giamon,"paganism, epic black metal, black metal",Privas,3,2002,2
758567,Birds in Row,"hardcore punk, screamo, post-hardcore",Laval,3,2009,2
758602,Huguette Grémy-Chauliac,harpsichordist,Paris,3,1928,1
759581,Audiomonster,demoscene,Paris,3,1972,1
759602,Murmuüre,black metal,Nouvelle-Aquitaine,2,2006,2
760275,Zéphyr 21,"punk, french",Montpellier,3,2003,2
761073,Manu Codjia,"jazz fusion, contemporary jazz, jazz",Chaumont,3,1975,1
761607,Dazie Mae,"blues, jazz, cabaret",France,1,2003,2
761861,Michel Dalberto,"french pianist, pianist",Paris,3,1955,1
762162,Philippe Deschepper,jazz,Roubaix,3,1949,1
762585,Ankrismah,"darkness, black metal, evil",Marseille,3,2002,2
763762,Évelyne Gallet,"folk, acoustic, french, chanson française, singer-songwriter",Annecy,3,1980,1
763902,Lucio Bukowski,"hip hop, composer",Villeurbanne,3,1983,1
765540,Gweltaz Ar Fur,"breton, celtic",Hennebont,3,1950,1
766565,Gérard Pansanel,jazz,Montpellier,3,1952,1
767183,"Chunk! No, Captain Chunk!","post-hardcore, metalcore, pop punk, melodic hardcore, easycore",Paris,3,2008,2
771871,Gesaffelstein,electronic,Lyon,3,1985,1
772168,Guy Nsangué Akwa,jazz,Douala,3,,1
772570,Christina Goh,"jazz, blues, caribbean, vocalist, fusion, chanson, african, french music, rock blues, christina goh concept, french artist, djembe",Paris,3,1977,1
772820,Vomir,noise metal,Paris,3,1973,1
772867,Jean-Christophe Grangé,has german audiobooks,Boulogne-Billancourt,3,1961,1
775441,Galderia,power metal,Marseille,3,2006,2
775612,BlackRain,"glam metal, sleaze rock",Haute-Savoie,2,2001,2
777829,Cécile McLorin Salvant,"jazz, vocal jazz",Miami,3,1989,1
779661,Squazoid,psytrance,Paris,3,1999,2
779976,Hadrien Feraud,"jazz-funk, jazz, fusion",Paris,3,1984,1
780520,Gilbert Shelton,cartoonist,Houston,3,1940,1
780995,Hélène Labarrière,"jazz, free improvisation, free jazz",Neuilly-sur-Seine,3,1963,1
781543,Fred Vargas,has german audiobooks,Paris,3,1957,1
784858,Carola Pimper,"lyricist, film soundtrack",Romania,1,,1
784963,Patrick Artero,jazz,Vietnam,1,1950,1
786593,Akalé Wubé,"ethio-jazz, funk-jazz, french",Paris,3,2008,2
787625,Neige Morte,black metal,Lyon,3,2009,2
788258,Pord,"noisecore, punk, math rock, post-hardcore, noise rock",Lozère,2,2002,2
788481,Yom,klezmer,Paris,3,1980,1
790688,Georges Aperghis,composer,Athens,3,1945,1
794210,Rémi Panossian,jazz,Montpellier,3,1983,1
795334,Melissmell,rock,Valence,3,1981,1
796388,Iphaze,"electronic, dub, drum n bass",Toulouse,3,2005,2
797588,Woodkid,"french, chamber pop, singer/songwriter, art pop, folk",Tassin-la-Demi-Lune,3,1983,1
797763,Minamata,industrial,Amboise,3,1984,2
798995,P.H.T.O.,"ambiant, metal, france, black",Évreux,3,2009,2
799066,Vindland,"viking metal, black metal",Paimpol,3,2005,2
800826,Sébastien Texier,jazz,Paris,3,1970,1
801687,Philippe Claudel,has german audiobooks,Dombasle-sur-Meurthe,3,1962,1
802387,Philippe Laurent,"neoclassicism, electronic, minimal synth, experimental, industrial",Tours,3,1956,1
803617,Jean-Baptiste Barrière,"classical, french composer, composer",Paris,3,1958,1
803749,Wall of Death,psychedelic rock,Paris,3,2010,2
804179,Mark Maggiori,rock,Fontainebleau,3,1977,1
805476,MHD,"hip-hop/rap, afro trap, trap",Vendée,2,1994,1
807627,Hysteria,"death metal, brutal death metal",Saint-Priest,3,1996,2
807917,DunkelNacht,"atheism, mankind, ambient, black metal, anti-abrahamic religions",Lille,3,2005,2
810962,Dimie Cat,swing,Lyon,3,1984,1
811689,Jacques Rouvier,"pianist, classical, french pianist",Marseille,3,1947,1
811692,Philippe Muller,"classical, cellist, french cellist",Mulhouse,3,1946,1
812286,Madeon,"electro house, house, electronic, nu-disco, nu disco, french house, french touch, electropop, france",Nantes,3,1994,1
814248,Anne Azéma,"medieval, soprano",Niort,3,1957,1
816176,Raymond Boni,"free jazz, free improvisation, jazz, avant-garde jazz",Toulon,3,1947,1
816311,Aghone,black metal,Grenoble,3,2006,2
817808,Mars Red Sky,"fuzz, rock, stoner rock, doom, psychedelic, space rock, stoner, heavy rock",Bordeaux,3,2007,2
819342,Jérôme Leroy,"composer, film composer, score",Paris,3,1981,1
819381,De Palmas,"singer-songwriter, rock, pop rock",Saint-Denis,3,1967,1
819466,Asylum Pyre,"power metal, progressive metal",Paris,3,2003,2
820777,Imany,"deep house, blues, folk, contemporary folk, soul",Martigues,3,1979,1
821834,MeeK,"singer songwriter, meek, six, feet, performer, under, arranger, musical artist, aristocracy, franco-british, aln-sh, britpop, musician, pianist, producer, melodic, indie, singer, songwriter, guitarist, pop, rock",Montmorency,3,1971,1
822052,Bukowski,rock,Paris,3,2007,2
822340,Frank Riggio,"downtempo, idm, electronic, electronica, electro, glitch",Épinal,3,,1
822934,Emmanuel Dilhac,"experimental, avant-folk",Paris,3,1939,1
823940,Jesus Christ Fashion Barbe,"lo-folk n'roll, alternative, rock & roll, popindie",Caen,3,2009,2
824003,Daunik Lazro,"free jazz, jazz, free improvisation",Chantilly,3,1945,1
825123,Cyrille Aimée,jazz,Fontainebleau,3,1984,1
825967,Irma,"blues, folk, pop",Douala,3,1988,1
828457,Nekfeu,"rap fr, nekfeu, rap français, hip hop, rap",La Trinité,3,1990,1
828459,Alpha Wann,hip hop,Paris,3,1989,1
829103,Guillaume Ledoux,rock,Châteauroux,3,1970,1
832266,Ben Mazué,"pop, funk, folk, soul, hip hop",Nice,3,1981,1
833806,Demi Portion,hip hop,Sète,3,1983,1
833950,Boulevard des Airs,"rock, chanson alternative",Tarbes,3,2004,2
834758,Michel Françoise,todo,Aïn Témouchent,2,1957,1
834776,Liliane Konyn,french lyricist,Paris,3,1929,1
835072,Jean-Paul Céléa,jazz,Skikda,3,1951,1
835074,Dominique Pifarély,"jazz, free jazz, free improvisation",Bègles,3,1957,1
836473,Neptrecus,black metal,Paris,3,2011,2
836474,Mourning Forest,"anti-christianity, black metal, decay, sadness, nature",Toulouse,3,2007,2
836476,Kveste,"black metal, war, misanthropy, violence, nihilism, hatred, anti-humanity, contempt, disgust",Limoges,3,2008,2
836614,Warfire,"genocide, satanism, death metal, black metal, hate, war, anti-abrahamic religions",Provence-Alpes-Côte-d'Azur,2,2001,2
836625,Darkenhöld,"black metal, melodic black metal",Nice,3,2008,2
836678,Gotholocaust,"satanism, anti-christ, black metal, misanthropy",Nantes,3,2003,2
836866,Vorkreist,"death metal, black metal",Paris,3,1999,2
838426,Didier Levallet,"jazz, free jazz, avant-garde jazz",Arcy-sur-Cure,3,1944,1
840734,Yochk’o Seffer,"jazz, free jazz, contemporary jazz, free improvisation",Miskolc,3,1939,1
841537,Hyphen Hyphen,electropop,Nice,3,2009,2
841594,Profundae Libidines,"black metal, spirituality, religion, literature, avant-garde metal, history",Paris,3,2009,2
842051,Mireille Delunsch,soprano,Mulhouse,3,1962,1
843914,Olivier Baumont,"harpsichordist, french harpsichordist",Saint-Dié-des-Vosges,3,1960,1
844295,Heart Attack,thrash metal,Cannes,3,2006,2
846415,Gérard Siracusa,jazz,Tunis,3,1957,1
849022,Grégory Privat,"vocal jazz, jazz",Martinique,1,1984,1
852521,Marie‐Sabine Roger,has german audiobooks,Bordeaux,3,1957,1
854729,M.Nomized,"experimental, minimal synth, electronic, ambient",Paris,3,1956,1
855531,Rahim Redcar,"french pop, electropop, art pop, queer, indietronica, synthpop, alternative pop",Nantes,3,1988,1
855999,Mina Tindle,french folk singer,Paris,3,1983,1
857168,Frédéric Bobin,"folk, french, singer-songwriter",Le Creusot,3,1978,1
857740,La Femme,"post-punk, neo-psychedelia, electronic, coldwave, synth-pop, psychedelic",Biarritz,3,2010,2
858541,Jean-Marc Jafet,jazz,Nice,3,,1
859637,Ars Moriendi,"progressive metal, atmospheric black metal, religion, progressive black metal, darkness, suffering, black metal",Clermont-Ferrand,3,2001,2
860696,Victor Aviat,"oboe, conductor",Montpellier,3,1982,1
861586,Wyrms,black metal,Centre-Val de Loire,2,2007,2
863021,François‐Xavier Roth,"conductor, classical, french conductor",Neuilly-sur-Seine,3,1971,1
863023,Daniel Roth,organist,Mulhouse,3,1942,1
863425,Imperial,"thrash metal, black metal",Istres,3,1992,2
865366,Sombre Septembre,"post-punk, coldwave, goth",Éloie,3,1986,2
865375,Les Enfants de l'Ombre,coldwave,Grenoble,3,,2
865986,Ohad Talmor,"post-bop, jazz",Lyon,3,1970,1
866256,Camille Warmé,rock,Paris,3,1982,1
868631,Jean-Pierre Debarbat,jazz,Montluçon,3,1952,1
870414,Altaïr,black metal,Auvergne-Rhône-Alpes,2,1995,2
870538,Hervé Sellin,jazz,Paris,3,1957,1
870822,Tomuya,seen live,Tokyo,2,,1
871889,Jain,"dance-pop, pop, chanson, world, folk pop",Toulouse,3,1992,1
871991,Cabadzi,"electronic, rock, hip hop",Nantes,3,2009,2
873791,Stéphan Rizon,"pop, male singer, the voice",Agen,3,1987,1
875563,Édouard Bineau,jazz,Palaiseau,3,1969,1
875846,Sale Freux,"despair, black metal, melancholy, alcohol, occult, heartache, black-metal, ravens, north france",Bretagne,2,2008,2
875859,Dux,"philosophy, darkness, black metal, esotericism",Lyon,3,2007,2
876443,Sombre Croisade,"black metal, esotericism, anti-religion",Bollène,3,2008,2
877016,Philippe Cassard,"french pianist, pianist",Besançon,3,1962,1
879707,Orchestre national d’Auvergne,"french orchestra, classical, chamber orchestra",Clermont-Ferrand,3,1981,5
880627,Pulmonary Fibrosis,"goregrind, france",Yzeures-sur-Creuse,3,1999,2
882976,Elvenstorm,heavy metal,Grenoble,3,2008,2
883674,Roger Muraro,french pianist,Lyon,3,1959,1
885738,Xavier Phillips,cellist,Paris,3,1971,1
885869,Deen Burbigo,hip hop,Marseille,3,1987,1
891482,Lionel Bringuier,"french conductor, conductor",Nice,3,1986,1
897322,Idaaliur,"nature, loneliness, human feelings, ambient black metal, atmospheric black metal",Lyon,3,2010,
898292,Biga Ranx,"ragga, french reggae, dancehall, reggae, hip hop, hip-hop, electronic",Tours,3,1988,1
898413,Öxxö Xööx,"avant-garde metal, sillyname, gothic metal, avant-garde, doom metal",Dieppe,3,2006,2
898957,Mo’Kalamity,"reggae, roots",Cape Verde,1,,1
899185,Jeanne Added,jazz,Reims,3,1980,1
900301,Ysengrin,"death metal, death-doom metal, metal, esotericism, hermetism, ancient times, doom metal, black metal, progressive metal",Normandie,2,2005,2
902868,Ventre,new wave,Nice,3,,2
907059,Green Vaughan,"electro rock, waiting for the prophet, french, green vaughan, lille",Lille,3,2009,2
907308,Charles Pasi,jazz,Paris,3,1984,1
907980,Stéphane Kerecki,jazz,Paris,3,1970,1
908323,Abrahma,"french, rock, stoner, stoner rock",Paris,3,2005,2
908345,Isaac Delusion,"france, paris, l'impératrice, microqlima, qosmonaut, isaac delusion, amarillo, mooon, cliché, antoine bigot, loic fleury, antoine bisou, indietronica",Paris,3,2010,2
908554,Guillaume Perret,jazz,Annecy,3,1980,1
908618,Mermonte,indie pop,Rennes,3,2010,2
912046,W.I.L.D.,wild wild karnivor black metal dark metal death metal divers gothique hard rock hard rock metal heavy metal metal metal progressif speed metal thrash mp3 album,France,1,2000,2
912514,The Great Old Ones,"shoegaze, metal, black metal, post-hardcore, post black metal, hp lovecraft, post black-metal",Bordeaux,3,2009,2
912711,Ultracoït,"post-hardcore, punk, hardcore, noise-rock, metal, french hardcore",Paris,3,2008,2
912720,Totorro,"post-rock, math rock",Rennes,3,,2
913563,Vanessa Wagner,"romantic classical, classical, impressionism",Rennes,3,1973,1
913970,Patric,esperanto,Mèze,3,1947,1
914704,Xavier de Maistre,harpist,Toulon,3,1973,1
916030,Mudweiser,"stoner metal, rock, metal, stoner rock, hard rock, desert rock",Montpellier,3,2005,2
917672,Rosemary Standley,"folk, country, pop",Paris,3,1979,1
917692,Manuel Rocheman,jazz,Paris,3,1964,1
918620,Sangdragon,"death metal, ambient, medieval, heavy metal, black metal, atmospheric, dark medieval, folk, pagan metal, spiritual triumph over evil, metal, magic, occult metal, occultism",Mâcon,3,1993,2
918798,Régis Campo,classical,Marseille,3,1968,1
920207,Mudbath,"doom, metal, black metal, doom metal, france, sludge, sludge metal",Avignon,3,2011,2
921102,PoiL,"rock in opposition, avant-garde jazz, zeuhl, avant-prog, french, progressive rock, brutal prog",Lyon,3,2005,2
922587,Valhôll,"pagan black metal, nature, war",Provins,3,2007,2
923140,DJ Snake,"split me up, rap, dance, hip hop, electropop, edm, contemporary r&b, 2010s, alternative r&b, moombahton, trap",Paris,3,1986,1
924609,Caïnan Dawn,"meditation, black metal, occultism, mysticism",Chambéry,3,2003,2
925509,Ophélie Gaillard,cellist,Paris,3,1974,1
926384,Jamice,"zouk, kizomba",Paris,3,1973,1
928184,In Mortis Veritas,black metal,Blois,3,2010,
928303,Sidney,hip hop,Argenteuil,3,1955,1
933800,Olivier Calmel,jazz,Paris,3,1974,1
934337,Youthstar,"rapper, hip-hop",Hammersmith,5,,1
934944,Richard Dewitte,"french composer, bubblegum pop, drummer, pianist",Bois-Colombes,3,1946,1
935009,Michel Pelay,"chanson française, songwriter",Paris,3,1945,1
935370,Édith Canat de Chizy,"french composer, composer, classical",Lyon,3,1950,1
935542,Marie-Catherine Girod,pianist,Peyrehorade,3,1949,1
935946,André Jaume,"jazz, avant-garde jazz, gamelan",Marseille,3,1940,1
936607,Matthieu Fontana,"cellist, cello",Lille,3,1977,1
937114,Warpstone,"black metal, progressive death metal, melodic death metal, melodic black metal, death metal",Nice,3,2012,2
938686,Brav,"hardcore, rap",Le Havre,3,1982,1
940926,Perturbator,"darkwave, electronic music, ebm, electronic, synth, post-punk, industrial, hotline miami, goth, synthwave, coldwave, atmospheric, dark, phychodelic, vintage synths, darksynth, new retro wave, soundtrack, retrowave, syntwave",Paris,3,1993,1
942189,Théodore Paraskivesco,"french pianist, french, romanian, romanian pianist",București,3,1940,1
942320,Marc Coppey,cellist,Strasbourg,3,1969,1
942656,Aurvandil,black metal,Rouen,3,2006,2
944282,Savage Annihilation,"zombies, brutal death metal, doomsday, cannibalism, heresy, violence, horror, misanthropy",Montargis,3,2002,2
945395,Jean-Christian Michel,jazz,France,1,,1
947100,Agathe ze Bouse,"rock, jazz, fusion, funk, chanson française",Montpellier,3,1992,2
948436,"3010",hip hop,Trappes,3,1991,1
949733,Franca di Rienzo,folk,Borgosesia,4,1938,1
950223,Bruno Coupé,rock,Fougères,3,1962,1
952086,Émile Biayenda,jazz,Congo,1,1965,1
954120,Viktims,"hardcore punk, punk",Montournais,3,2001,2
958936,Mutiara Damansara,"shoegaze, post-black metal",Rennes,3,2010,2
959678,Alberto Bof,"electro house, pianist, jazz",Genova,3,1982,1
960305,Éric Luter,jazz,Saint-Mandé,3,1953,1
963254,Serge Baudo,"classical, french conductor, conductor",Marseille,3,1927,1
963945,Tony Tixier,jazz,Montreuil,3,1986,1
964126,Gérard Salesses,french composer,Toulouse,3,1949,1
964607,Malmort,"french medieval mythologies, black metal, darkness",Chambéry,3,2003,2
965869,Jahneration,"raggamuffin, hip hop, reggae, dub",Paris,3,2009,2
967377,Zhou-Mack Mafuila,esperanto,Democratic Republic of the Congo,1,1970,1
967514,Jacques Yvart,esperanto,Dunkerque,3,1940,1
969396,Carpenter Brut,"french touch, darksynth, horror, 80's, synthwave, electronic, electro",Poitiers,3,1977,1
971221,Corpus Diavolis,black metal,Marseille,3,2008,2
971225,Cristalys,"history, black metal, old times",Toulon,3,2002,2
973165,Laura Cahen,"pop, singer-songwriter",Nancy,3,1990,1
975296,Ende,"individualism, sorcery, anti-religion, occultism, black metal",Rennes,3,2010,2
975746,Isabelle Carré,actress,Paris,3,1971,1
977875,Ritualization,"black metal, death metal",Orléans,3,2006,2
978549,Mathias Duplessy,jazz,France,1,1972,1
978616,Necrowretch,"black metal, death metal",Valence,3,2008,2
978743,François Guin,jazz,Contres,3,1938,1
979458,Fauve,spoken word,Paris,3,2010,2
979594,Matthieu Gonet,"conductor, pianist, composer",Paris,3,1972,1
980930,Marie-Bernadette Dufourcet,french organist,Bayonne,3,1956,1
981068,The Dead Mantra,"cold wave, post-punk, shoegaze, dark pop",Le Mans,3,2009,2
983970,Worakls,"progressive house, techno, deep house",Île-de-France,2,1988,1
984615,Deathronic,symphonic black death metal,Paris,3,2010,2
984793,Bachar Mar‐Khalifé,"post-rock, modern classical, world, jazz, ambient, pop, classical, electronic",Beirut,3,1983,1
985780,Void Paradigm,"void, black metal, emptiness, philosophy, universe",Rouen,3,2012,2
985932,Decline of the I,"despondency, pessimism, nihilism, post-black metal, philosophy, kierkegaard's writings, black metal, post-metal, laborit",Paris,3,2006,2
986289,Cimetière,"pain, satanism, atmospheric black metal, death",Paris,3,2006,2
989867,The Dove & the Wolf,folk pop,Paris,3,2012,2
990534,Fabrice Moreau,"post-bop, jazz, contemporary jazz",Paris,3,1975,1
991108,Vigon Bamy Jay,soul,France,1,2013,2
991330,Searing Skull,black metal,Barembach,3,1997,2
993310,Necroblood,"evil, death metal, black metal, satanism",Paris,3,2010,2
993977,Ropoporose,"indie rock, rock",Vendôme,3,2012,2
998078,Regarde les hommes tomber,"black metal, sludge metal, post-metal",Nantes,3,2011,2
998445,Raphaël Pichon,"classical, french countertenor, conductor, countertenor, french conductor",Paris,3,1984,1
1000347,Violaine Cochard,"harpsichordist, baroque, french harpsichordist",Angers,3,1973,1
1000622,Natremia,black metal,Bordeaux,3,2006,2
1000944,Glaciation,"adolescent nostalgia, society, black metal, literature, war",Paris,3,2011,2
1002434,Klingande,deep house,Croix,3,2012,2
1002444,Black M,hip hop,Paris,3,1984,1
1002930,Jean-Luc Cappozzo,jazz,Belfort,3,1954,1
1003108,Yattaï,"france, grindcore",Charente,2,2004,2
1003888,Daniel Huck,jazz,Paris,3,1948,1
1003934,Antonin-Tri Hoang,jazz,Paris,3,1989,1
1004189,Hélène Delavault,"french, french mezzo-soprano, mezzo-soprano",Paris,3,1950,1
1004572,Louane,"pop, chanson, french pop",Hénin-Beaumont,3,1996,1
1004583,Lomepal,"hip hop, pop rap",Paris,3,1991,1
1005180,Clara Luciani,"pop, synth-pop, disco, french pop",Martigues,3,1992,1
1006182,Temnein,"melodic death metal, progressive metal",Grand Est,2,2009,2
1006498,Atlantis Chronicles,"melodic death metal, progressive metal, metal, metalcore, death metal, technical death metal, progressive death metal",Chelles,3,2002,2
1007597,K.L.L.K.,"julius evola, black metal, doom metal, atmospheric black metal, mithraism, indo-europeanism, celtic rituals, cosmogonies",Montpellier,3,2010,2
1010593,Émile Parisien,jazz,Cahors,3,1982,1
1010790,François Méchali,jazz,Algiers,3,1950,1
1013240,Christicide,black metal,Langres,3,2000,2
1014937,Koonda Holaa,"dark blues, rock, electronic, blues, experimental, soul, psychedelic rock",Teplice,3,1969,1
1015582,Pestiferum,"medieval, anti-christianity, decay, disease, black metal, death",Albi,3,2004,2
1015942,Lizzard,"experimental rock, alternative rock, rock, art rock, metal",Limoges,3,2006,2
1016339,Tümëur,black metal,France,1,2011,2
1016501,Sépulcre,"black metal, juliomagus legacy, vampyrism, necromancy",Angers,3,2009,2
1017320,Jean Chocun,pop folk,Nantes,3,1948,1
1017322,Bernard Baudriller,pop folk,Confolens,3,1948,1
1018280,Boisson Divine,folk metal,Jurançon,3,2005,2
1022569,Pierrot Sapu,"alternative rock, france",Lyon,3,1960,1
1024534,Guillaume Prévost,has german audiobooks,Antananarivo,3,1964,1
1028656,Sofy Major,"noise rock, noise, indie rock, post-metal, sludge metal, post-hardcore, metal, rock",Clermont-Ferrand,3,2005,2
1029060,Massive Dub Corporation,dub,Bourges,3,,2
1029100,Mark Drobinsky,cellist,Bakı,3,1940,1
1029317,Drakonhail,"nature, nihilism, misanthropy, black metal",Bretagne,2,2002,2
1029799,Havarax,"blackend hardcore, black metal, atmospheric black metal, depressive black metal",Paris,3,2004,2
1029891,Nékrhärkh,black metal,France,1,2006,2
1030046,Photo,indie rock,Paris,3,2009,2
1030463,Cats on Trees,pop,Toulouse,3,2007,2
1033018,Dadju,"r&b, pop rap, contemporary r&b",Bobigny,3,1991,1
1033591,Jamestown,"metal, electro",France,1,2012,2
1034041,Embryopathia,"death metal, brutal death metal, goregrind",Loches,3,2010,2
1034396,David Walter,"french oboist, oboist, classical",Paris,3,1958,1
1035477,Ève Risser,"jazz, composer",Colmar,3,1982,1
1035852,Fayçal,"hip hop, fayçal, fayçal; artiste; rappeur; french; murmures d'un silence; secrets de l'oubli; l'or du commun; bords perdus; bordeaux; la belle endormie; rap; hip-hop;",Blaye,3,1983,1
1036233,Usthiax,singer-songwriter,Manosque,3,1977,1
1037391,Jehnny Beth,"new wave, post-punk, indie rock, alternative rock",Poitiers,3,1984,1
1040192,Rise of the Northstar,"hardcore, metalcore, beatdown hardcore, rap metal, groove metal, crossover thrash, hardcore punk, rapcore",Paris,3,2008,2
