idINSPIRE,part_surface_pietonne,part_vegetation,ratio_hl_bati_rues,part_routes_lentes,part_routes_inaccessibles_vl,part_parcs,marche_ratio_emplois,marche_ratio_services_dom_moyenne,part_surface_cyclable,part_normalise_surface_couverte_stations_velos,part_routes_interdites_pl,part_routes_pavees,pente_moyenne_absolue,part_normalise_couverte_stations_rep_velos,velos_ratio_emplois,velos_ratio_services_dom_moyenne,att_moy_semaine_bus,cout_horaire_bus,ratio_arrets_pr_bus,ratio_arrets_autopartage_bus,part_routes_bus,part_batie_autour_arrets_bus,att_moy_semaine_tram,cout_horaire_tram,ratio_arrets_pr_tram,ratio_arrets_autopartage_tram,part_routes_tram,part_batie_autour_arrets_tram,part_sens_unique,part_zfe,nb_feux_circulation,places_stationnement_par_habitant,cout_moyen_stationnement,bornes_ve_par_habitant,part_normalise_couverte_autopartage,autopartage_cout_rapport_revenu,part_routes_accessibles_vl,part_surface_geofencing_citiz,autopartage_ratio_emplois,autopartage_ratio_services_dom_moyenne,HSMI_global,HEMI,part_marche,part_velos,part_communs,part_vl,part_surface_bruit_53db,part_surface_transport,nb_accidents_circulation
CRS3035RES200mN2834200E4139600,53.45,11.4,-1.0,100.0,0.0,0.0,0.0,0.0,53.45,0.0,0.0,80.37,2.28,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.04,3.34,0
CRS3035RES200mN2834000E4139600,9.31,25.78,-1.0,100.0,0.0,0.0,0.0,0.0,9.31,0.0,0.0,100.0,0.9,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.49,0
CRS3035RES200mN2833800E4139600,44.56,17.3,-1.0,100.0,0.0,0.0,0.0,0.0,44.56,0.0,0.0,88.16,2.42,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.02,0
CRS3035RES200mN2834400E4139800,54.73,23.53,-1.0,95.03,0.0,0.0,0.0,0.0,54.73,0.0,0.0,66.92,0.39,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.79,3.19,0
CRS3035RES200mN2834200E4139800,40.41,2.08,-1.0,100.0,0.0,0.0,0.0,0.0,40.41,0.0,0.0,0.0,0.3,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.03,0
CRS3035RES200mN2834000E4139800,58.87,43.01,-1.0,100.0,0.0,0.0,7.899861357433178e-06,0.0,58.87,0.0,0.0,43.57,0.6,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.41,0
CRS3035RES200mN2833800E4139800,70.5,23.18,-1.0,71.45,0.0,0.0,7.899861357433178e-06,0.0,70.5,0.0,0.0,28.89,1.51,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.98,0
CRS3035RES200mN2833600E4139800,64.65,27.34,-1.0,80.1,0.0,0.0,2.764951475101612e-05,0.0001931248,64.65,0.0,0.0,29.18,0.62,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.22,0
CRS3035RES200mN2834400E4140000,30.65,10.94,-1.0,100.0,0.0,0.0,0.0,0.0,30.65,0.0,0.0,90.0,1.16,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.96,1.53,0
CRS3035RES200mN2834200E4140000,54.32,7.35,-1.0,100.0,0.0,0.0,0.0,0.0,54.32,0.0,0.0,0.0,1.01,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.25,0
CRS3035RES200mN2834000E4140000,35.99,23.83,-1.0,100.0,0.0,0.0,2.764951475101612e-05,0.0,35.99,0.0,0.0,0.0,1.41,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.51,0
CRS3035RES200mN2833800E4140000,72.22,19.03,-1.0,100.0,0.0,0.0,2.764951475101612e-05,0.0,72.22,0.0,0.0,38.49,4.62,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.73,0
CRS3035RES200mN2833600E4140000,51.96,11.4,-1.0,34.85,0.0,0.0,2.764951475101612e-05,0.0001931248,51.96,0.0,0.0,18.64,2.52,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.97,0
CRS3035RES200mN2833400E4140000,53.83,33.91,-1.0,100.0,0.0,0.0,3.55493761084493e-05,0.0004384087,53.83,0.0,0.0,0.0,3.61,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,2.5896202839881255e-06,0.0,0.0,0.0,0.0,100.0,0.0,3.21,0
CRS3035RES200mN2833200E4140000,53.28,43.38,-1.0,0.0,0.0,0.12,3.55493761084493e-05,0.0004384087,53.28,0.0,0.0,0.0,0.0,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.4545,0.0,0.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,7.121358962451178e-06,0.0,0.0,0.0,0.0,100.0,0.0,2.63,0
CRS3035RES200mN2834600E4140200,59.6,22.15,-1.0,65.97,0.0,0.0,0.0,0.0,59.6,0.0,0.0,65.97,0.83,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.06,3.65,0
CRS3035RES200mN2834400E4140200,18.93,31.99,-1.0,100.0,0.0,0.0,0.0,0.0,18.93,0.0,0.0,0.0,1.12,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.41,0.76,0
CRS3035RES200mN2834200E4140200,47.82,10.73,-1.0,100.0,0.0,0.0,0.0,0.0,47.82,0.0,0.0,0.0,0.74,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.63,2.79,0
CRS3035RES200mN2834000E4140200,53.55,11.03,-1.0,100.0,0.0,0.0,2.764951475101612e-05,0.0,53.55,0.0,0.0,0.0,0.39,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.64,0
CRS3035RES200mN2833800E4140200,47.06,11.42,-1.0,100.0,0.0,0.0,2.764951475101612e-05,0.0001931248,47.06,0.0,0.0,58.93,3.73,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.75,0
CRS3035RES200mN2833600E4140200,54.67,7.03,-1.0,55.08,0.0,0.0,3.55493761084493e-05,0.0004384087,54.67,0.0,0.0,44.88,2.07,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.04,3.17,0
CRS3035RES200mN2833400E4140200,71.86,16.18,1.43,100.0,5.14,0.0,3.55493761084493e-05,0.0004573739,71.86,0.0,5.15,0.0,0.61,13.22,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0002,94.86,0.0,-1.0,-1.0,0.0,0.22,6.67,0.0,6.67,86.67,2.3,5.14,0
CRS3035RES200mN2833200E4140200,83.11,22.27,1.66,48.8,0.0,0.45,3.55493761084493e-05,0.0004573739,83.11,0.0,0.0,0.0,0.63,25.79,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.07,100.0,0,0.4035,0.0,0.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,0.00016601474429106533,0.08,4.55,4.55,4.55,86.36,0.64,6.54,0
CRS3035RES200mN2834600E4140400,63.53,9.56,-1.0,86.73,0.0,0.0,0.0,0.0,63.53,0.0,0.0,42.33,1.34,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.12,4.08,0
CRS3035RES200mN2834400E4140400,30.06,26.47,-1.0,16.63,0.0,0.0,0.0,0.0,30.06,0.0,0.0,0.0,1.56,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.89,2.13,0
CRS3035RES200mN2834200E4140400,34.0,25.0,-1.0,0.0,0.0,0.0,7.899861357433178e-06,0.0,34.0,0.0,0.0,0.0,0.37,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.38,1.79,0
CRS3035RES200mN2834000E4140400,56.18,39.71,-1.0,50.68,0.0,0.0,2.764951475101612e-05,0.0001931248,56.18,0.0,0.0,0.0,0.22,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.45,3.54,0
CRS3035RES200mN2833800E4140400,48.79,33.22,-1.0,37.88,0.0,0.0,3.55493761084493e-05,0.0004384087,48.79,0.0,0.0,0.0,3.23,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.09,2.86,0
CRS3035RES200mN2833600E4140400,35.3,26.64,-1.0,18.43,0.0,0.0,3.55493761084493e-05,0.0004573739,35.3,0.0,0.0,0.0,2.57,30.5,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.7,2.14,0
CRS3035RES200mN2833400E4140400,89.25,12.8,1.39,50.67,0.45,0.0,3.55493761084493e-05,0.0004573739,89.25,0.0,0.0,0.0,1.31,98.39,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0612,0.0,0.0,0.0,0.0002,99.55,0.0,-1.0,-1.0,0.0,0.52,5.26,5.26,5.26,84.21,42.62,6.3,0
CRS3035RES200mN2833200E4140400,91.6,5.54,1.67,78.42,9.27,0.0,3.55493761084493e-05,0.0004573739,91.6,0.0,3.7,0.0,0.81,100.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,13.15,100.0,0,0.0,0.0,0.0,0.0,0.0002,90.73,0.0,-1.0,-1.0,0.0003131992788650839,0.25,6.25,2.08,6.25,85.42,39.27,7.58,0
CRS3035RES200mN2833000E4140400,81.92,44.29,3.74,88.41,44.8,0.0,3.55493761084493e-05,0.0004573739,81.92,0.0,44.83,6.81,1.25,79.22,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,23.66,100.0,0,0.0,0.0,0.0,0.0,0.0002,55.2,0.0,-1.0,-1.0,3.560375224709311e-05,0.31,4.76,4.76,4.76,85.71,29.53,7.76,0
CRS3035RES200mN2834600E4140600,69.32,6.62,-1.0,100.0,0.0,0.0,0.0,0.0,69.32,0.0,0.0,0.0,1.26,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.09,0
CRS3035RES200mN2834400E4140600,33.49,15.22,-1.0,100.0,0.0,0.0,0.0,0.0,33.49,0.0,0.0,0.0,3.86,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.77,0
CRS3035RES200mN2834200E4140600,35.48,34.56,-1.0,86.72,0.0,0.0,0.0,0.0,35.48,0.0,0.0,0.0,1.59,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.12,0
CRS3035RES200mN2834000E4140600,46.72,40.48,-1.0,100.0,0.0,0.0,0.0,0.0,46.72,0.0,0.0,0.0,1.09,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.75,0
CRS3035RES200mN2833800E4140600,33.06,40.44,-1.0,100.0,0.0,0.0,2.764951475101612e-05,0.0002310553,33.06,0.0,0.0,0.0,2.76,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.64,1.75,0
CRS3035RES200mN2833600E4140600,1.85,33.82,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.85,0.0,-1.0,-1.0,-1.0,70.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.92,0.0,0
CRS3035RES200mN2833400E4140600,87.43,30.86,1.35,73.89,5.58,0.0,3.55493761084493e-05,0.0004573739,87.43,0.0,0.0,0.0,0.96,100.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0002,94.42,0.0,-1.0,-1.0,0.0,0.0,7.14,0.0,7.14,85.71,40.15,7.73,0
CRS3035RES200mN2833200E4140600,93.31,0.37,1.64,58.6,0.0,0.0,3.55493761084493e-05,0.0004573739,93.31,0.0,0.0,0.0,1.03,100.0,8.294854425304836e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0132,0.0,0.0132,0.0,0.0002,100.0,0.0,-1.0,-1.0,0.0004395928763209859,0.09,6.56,3.28,6.56,83.61,58.71,6.43,0
CRS3035RES200mN2833000E4140600,64.7,38.6,2.01,100.0,7.8,0.0,3.55493761084493e-05,0.0004573739,64.7,0.0,7.79,0.0,0.25,100.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0002,92.2,0.0,-1.0,-1.0,0.0006598876959088747,0.29,5.0,2.5,7.5,85.0,9.34,4.27,0
CRS3035RES200mN2834600E4140800,47.13,0.0,-1.0,100.0,0.0,0.0,0.0,0.0,47.13,0.0,0.0,0.0,2.68,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.78,0
CRS3035RES200mN2834400E4140800,24.73,0.0,-1.0,59.81,0.0,0.0,0.0,0.0,24.73,0.0,0.0,0.0,2.69,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.46,1.86,0
CRS3035RES200mN2834200E4140800,51.94,21.48,-1.0,0.0,0.0,0.0,0.0,0.0,51.94,0.0,0.0,0.0,2.25,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.75,3.61,0
CRS3035RES200mN2834000E4140800,44.9,20.59,-1.0,30.79,0.0,0.0,1.5799722714866355e-05,1.89653e-05,44.9,0.0,0.0,0.0,2.67,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.65,2.65,0
CRS3035RES200mN2833800E4140800,55.97,31.99,-1.0,49.65,0.0,0.0,1.9749653393582942e-05,3.79305e-05,55.97,0.0,0.0,0.0,1.22,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.03,3.54,0
CRS3035RES200mN2833600E4140800,36.01,25.95,-1.0,0.0,0.0,0.0,3.55493761084493e-05,0.0002310553,36.01,0.0,0.0,0.0,1.51,54.34,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,100.0,45.77,1.76,0
CRS3035RES200mN2833400E4140800,94.69,15.81,1.83,49.02,10.59,0.0,3.55493761084493e-05,0.0004573739,94.69,0.0,10.6,0.0,0.04,100.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0002,89.41,0.0,-1.0,-1.0,3.6898290832328616e-05,0.08,4.55,4.55,4.55,86.36,14.68,8.43,0
CRS3035RES200mN2833200E4140800,89.39,14.19,1.66,71.44,17.28,0.0,3.55493761084493e-05,0.0004573739,89.39,0.0,0.0,0.0,0.39,100.0,9.874826696791472e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,31.27,100.0,0,0.0563,0.0,0.0,0.0,0.0002,82.72,0.0,-1.0,-1.0,4.595977936716622e-05,0.0,7.14,3.57,7.14,82.14,48.57,6.12,0
CRS3035RES200mN2833000E4140800,79.93,40.44,1.81,55.19,27.16,0.0,2.764951475101612e-05,0.0004573739,79.93,0.0,20.84,0.0,0.7,96.96,9.874826696791472e-05,0.0008424658,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,6.33,100.0,0,0.0,0.0,0.0,0.0,0.0002,72.84,0.0,-1.0,-1.0,2.524708153447038e-05,0.22,6.67,0.0,6.67,86.67,0.0,6.23,0
CRS3035RES200mN2834600E4141000,50.94,1.1,-1.0,100.0,0.0,0.0,0.0,0.0,50.94,0.0,0.0,0.0,2.03,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.62,2.96,0
CRS3035RES200mN2834400E4141000,59.77,15.92,-1.0,45.85,0.0,0.0,0.0,0.0,59.77,0.0,0.0,0.0,2.83,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.67,3.5,0
CRS3035RES200mN2834200E4141000,67.74,38.6,-1.0,63.68,0.0,0.0,0.0,0.0,67.74,0.0,0.0,0.0,0.21,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.01,3.76,0
CRS3035RES200mN2834000E4141000,12.78,1.04,-1.0,100.0,0.0,0.0,0.0,0.0,12.78,0.0,0.0,0.0,1.75,0.0,2.764951475101612e-05,0.0004573739,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,100.0,0,-1.0,0.0,-1.0,0.0,0.0002,100.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41,0.67,0
