idINSPIRE,part_surface_pietonne,part_vegetation,ratio_hl_bati_rues,part_routes_lentes,part_routes_inaccessibles_vl,part_parcs,marche_ratio_emplois,marche_ratio_services_dom_moyenne,part_surface_cyclable,part_normalise_surface_couverte_stations_velos,part_routes_interdites_pl,part_routes_pavees,pente_moyenne_absolue,part_normalise_couverte_stations_rep_velos,velos_ratio_emplois,velos_ratio_services_dom_moyenne,att_moy_semaine_bus,cout_horaire_bus,ratio_arrets_pr_bus,ratio_arrets_autopartage_bus,part_routes_bus,part_batie_autour_arrets_bus,att_moy_semaine_tram,cout_horaire_tram,ratio_arrets_pr_tram,ratio_arrets_autopartage_tram,part_routes_tram,part_batie_autour_arrets_tram,part_sens_unique,part_zfe,nb_feux_circulation,places_stationnement_par_habitant,cout_moyen_stationnement,bornes_ve_par_habitant,part_normalise_couverte_autopartage,autopartage_cout_rapport_revenu,part_routes_accessibles_vl,part_surface_geofencing_citiz,autopartage_ratio_emplois,autopartage_ratio_services_dom_moyenne,HSMI_global,HEMI,part_marche,part_velos,part_communs,part_vl,part_surface_bruit_53db,part_surface_transport,nb_accidents_circulation,sous_indic_access,ind_compose_marche,ind_compose_velos,ind_compose_bus,ind_compose_tram,ind_compose_vl,ind_compose_autopartage,ind_diversite_fonctionnelle,ind_schema_mobilite
CRS3035RES200mN2833200E4143200,0.42,0.22,-1.0,0.32,0.0,0.0,0.0,0.0,0.42,0.0,0.0,1.0,0.98,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.32,0.42,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.94,1.0,,0.16,0.332,0.0,0.0,0.685,0.418,-1.0,-1.0
CRS3035RES200mN2833000E4143200,0.31,0.32,-1.0,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.68,0.97,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.46,0.98,1.0,,0.272,0.277,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832800E4143200,0.45,0.36,0.81,1.0,0.0,0.0,0.0,0.02,0.45,0.0,0.0,0.28,0.89,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.376,0.197,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832600E4143200,0.58,0.15,-1.0,0.42,0.0,0.0,0.0,0.02,0.58,0.0,0.0,1.0,0.97,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.46,0.97,1.0,,0.193,0.331,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832400E4143200,0.1,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.94,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,1.0,1.0,,0.183,0.159,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832000E4143200,0.04,0.89,0.91,0.0,0.0,0.0,-1.0,-1.0,0.04,0.0,0.0,1.0,0.99,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,,0.307,0.398,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831800E4143200,0.32,0.6,-1.0,0.1,0.0,0.0,0.0,0.0,0.32,0.0,0.0,1.0,0.91,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,0.98,1.0,,0.17,0.322,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831600E4143200,0.38,0.9,-1.0,1.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,1.0,0.9,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.67,0.98,1.0,,0.38,0.322,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831400E4143200,0.54,0.14,-1.0,1.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,1.0,1.0,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.96,1.0,,0.28,0.338,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831200E4143200,0.51,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.99,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.97,1.0,,0.252,0.337,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831000E4143200,0.4,0.05,-1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.94,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.242,0.328,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2830800E4143200,0.44,0.33,-1.0,1.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,1.0,0.97,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.295,0.333,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2830600E4143200,0.53,0.27,0.91,0.68,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.52,0.96,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.04,0.04,0.92,1.0,0.96,1.0,,0.341,0.252,0.0,0.0,0.5,0.418,0.0,0.08
CRS3035RES200mN2830400E4143200,0.7,0.31,0.85,0.95,0.29,0.0,0.0,0.0,0.7,0.0,0.29,1.0,0.99,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.71,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.1,0.9,1.0,0.94,1.0,,0.443,0.384,0.0,0.0,0.5,0.345,0.0,0.1
CRS3035RES200mN2830200E4143200,0.68,0.18,0.92,0.79,0.48,0.0,0.0,0.0,0.68,0.0,0.48,1.0,0.96,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.97,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.52,0.0,-1.0,-1.0,0.0,0.0,0.0,0.04,0.04,0.92,0.68,0.93,1.0,,0.436,0.411,0.0,0.0,0.495,0.298,0.0,0.08
CRS3035RES200mN2830000E4143200,0.92,0.26,0.9,0.55,0.18,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.89,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.82,0.0,-1.0,-1.0,0.0,0.0,0.0,0.05,0.05,0.9,1.0,0.93,1.0,,0.401,0.306,0.0,0.0,0.5,0.372,0.0,0.1
CRS3035RES200mN2829800E4143200,0.58,0.29,-1.0,1.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.0,0.89,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.97,1.0,,0.312,0.318,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2829600E4143200,0.34,0.67,0.92,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.22,0.97,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.98,1.0,,0.419,0.202,0.0,0.0,0.5,0.418,0.0,0.0
CRS3035RES200mN2829400E4143200,0.57,0.84,-1.0,1.0,0.69,0.0,0.0,0.0,0.57,0.0,0.0,1.0,0.96,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.31,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.97,1.0,,0.517,0.33,0.0,0.0,0.5,0.245,0.0,0.0
CRS3035RES200mN2824800E4143200,0.3,0.68,-1.0,0.61,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.96,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7,0.98,1.0,,0.265,0.327,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2824600E4143200,0.47,0.61,0.83,0.59,0.04,0.0,0.0,0.0,0.47,0.0,0.0,1.0,1.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.96,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53,0.97,1.0,,0.363,0.334,0.0,0.0,0.5,0.408,0.0,0.0
CRS3035RES200mN2824400E4143200,0.6,0.43,-1.0,0.19,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.87,0.94,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41,0.96,1.0,,0.203,0.302,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2824200E4143200,0.71,0.41,-1.0,0.69,0.0,0.0,0.0,0.0,0.71,0.0,0.0,1.0,0.89,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.52,0.94,1.0,,0.302,0.316,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2824000E4143200,0.51,0.35,-1.0,0.97,0.73,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.99,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,0.27,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.86,0.96,1.0,,0.427,0.332,0.0,0.0,0.75,0.235,-1.0,-1.0
CRS3035RES200mN2823800E4143200,0.53,0.43,-1.0,1.0,0.45,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.96,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,0.55,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.96,1.0,,0.402,0.327,0.0,0.0,0.75,0.305,-1.0,-1.0
CRS3035RES200mN2823600E4143200,0.17,0.15,-1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.0,0.96,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,,0.22,0.327,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2823400E4143200,0.23,0.08,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.23,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.262,0.4,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2823200E4143200,0.34,0.42,-1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1.0,1.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.293,0.334,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2822800E4143200,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,,0.0,0.0,-1.0,-1.0,0.667,0.223,-1.0,-1.0
CRS3035RES200mN2822600E4143200,0.42,0.4,-1.0,1.0,0.16,0.0,0.0,0.0,0.42,0.0,0.16,1.0,1.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,0.84,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.33,0.361,0.0,0.0,0.75,0.378,-1.0,-1.0
CRS3035RES200mN2822400E4143200,0.56,0.99,-1.0,1.0,0.57,0.0,0.0,0.0,0.56,0.0,0.57,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,0.43,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.97,1.0,,0.52,0.428,0.0,0.0,0.75,0.275,-1.0,-1.0
CRS3035RES200mN2822200E4143200,0.31,0.92,-1.0,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,1.0,0.98,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.372,0.33,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2822000E4143200,0.35,0.92,-1.0,1.0,0.12,0.0,0.0,0.0,0.35,0.0,0.12,1.0,0.98,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,0.88,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.398,0.35,0.0,0.0,0.75,0.388,-1.0,-1.0
CRS3035RES200mN2821800E4143200,0.1,0.86,-1.0,1.0,0.3,0.0,0.0,0.0,0.1,0.0,0.3,1.0,1.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,0.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,,0.377,0.384,0.0,0.0,0.75,0.342,-1.0,-1.0
CRS3035RES200mN2833200E4143400,0.23,0.21,-1.0,0.52,0.0,0.0,0.0,0.0,0.23,0.0,0.0,1.0,0.98,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.52,0.09,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35,0.98,1.0,,0.16,0.332,0.0,0.0,0.652,0.418,-1.0,-1.0
CRS3035RES200mN2833000E4143400,0.38,0.33,-1.0,1.0,0.0,0.0,0.0,0.02,0.38,0.0,0.0,1.0,0.96,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.287,0.328,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832800E4143400,0.15,0.28,0.81,1.0,0.0,0.0,0.0,0.02,0.15,0.0,0.0,1.0,0.82,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99,1.0,,0.321,0.305,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832600E4143400,0.6,0.14,0.81,0.92,0.0,0.0,0.0,0.02,0.6,0.0,0.0,1.0,0.93,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.78,0.97,1.0,,0.354,0.323,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832400E4143400,0.26,0.03,0.93,0.19,0.0,0.0,0.0,0.03,0.26,0.0,0.0,1.0,0.93,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.61,0.98,1.0,,0.204,0.325,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2832200E4143400,0.65,0.26,0.92,0.5,0.0,0.0,0.0,0.03,0.65,0.0,0.0,0.5,1.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.09,0.09,0.82,0.98,0.9,1.0,,0.335,0.254,0.0,0.0,0.5,0.418,0.0,0.18
CRS3035RES200mN2832000E4143400,0.16,0.33,-1.0,1.0,0.0,0.0,0.0,0.03,0.16,0.0,0.0,1.0,0.85,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,0.99,1.0,,0.251,0.312,0.0,0.0,0.5,0.418,0.0,0.0
CRS3035RES200mN2831800E4143400,0.43,0.38,-1.0,0.08,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.94,0.94,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03,0.97,1.0,,0.148,0.318,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831600E4143400,0.3,0.36,-1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.86,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.94,0.98,1.0,,0.277,0.315,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831400E4143400,0.06,0.42,-1.0,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.0,0.86,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,,0.247,0.315,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831200E4143400,0.34,0.15,-1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1.0,0.89,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.98,1.0,,0.248,0.32,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2831000E4143400,0.55,0.06,-1.0,1.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,1.0,0.87,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.97,1.0,,0.268,0.317,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2830800E4143400,0.5,0.25,-1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.96,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.96,1.0,,0.292,0.332,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2830600E4143400,0.6,0.63,-1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.5,1.0,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.97,1.0,,0.372,0.255,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2830400E4143400,0.69,0.04,0.93,1.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,1.0,0.96,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,1.0,,0.38,0.332,0.0,0.0,0.5,0.418,0.0,0.0
