idINSPIRE,part_surface_pietonne,part_vegetation,ratio_hl_bati_rues,part_routes_lentes,part_routes_inaccessibles_vl,part_parcs,marche_ratio_emplois,marche_ratio_services_dom_moyenne,part_surface_cyclable,part_normalise_surface_couverte_stations_velos,part_routes_interdites_pl,part_routes_pavees,pente_moyenne_absolue,part_normalise_couverte_stations_rep_velos,velos_ratio_emplois,velos_ratio_services_dom_moyenne,att_moy_semaine_bus,cout_horaire_bus,ratio_arrets_pr_bus,ratio_arrets_autopartage_bus,part_routes_bus,part_batie_autour_arrets_bus,att_moy_semaine_tram,cout_horaire_tram,ratio_arrets_pr_tram,ratio_arrets_autopartage_tram,part_routes_tram,part_batie_autour_arrets_tram,part_sens_unique,part_zfe,nb_feux_circulation,places_stationnement_par_habitant,cout_moyen_stationnement,bornes_ve_par_habitant,part_normalise_couverte_autopartage,autopartage_cout_rapport_revenu,part_routes_accessibles_vl,part_surface_geofencing_citiz,autopartage_ratio_emplois,autopartage_ratio_services_dom_moyenne,HSMI_global,HEMI,part_marche,part_velos,part_communs,part_vl,part_surface_bruit_53db,part_surface_transport,nb_accidents_circulation,sous_indic_access,ind_compose_marche,ind_compose_velos,ind_compose_bus,ind_compose_tram,ind_compose_vl,ind_compose_autopartage,ind_diversite_fonctionnelle,ind_schema_mobilite
CRS3035RES200mN2842200E4153200,0.02,0.43,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.02,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.84,1.0,1.0,,0.15,0.0,-1.0,-1.0,0.667,0.223,-1.0,-1.0
CRS3035RES200mN2842000E4153200,0.33,0.18,-1.0,0.0,0.0,0.0,0.0,0.01,0.33,0.0,0.0,1.0,0.99,0.0,0.01,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38,0.98,1.0,,0.086,0.337,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2841800E4153200,0.24,0.19,-1.0,1.0,0.0,0.0,0.0,0.0,0.24,0.4,0.0,1.0,0.98,0.19,0.01,0.04,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.67,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99,1.0,,0.238,0.432,0.0,0.0,0.75,0.418,-1.0,-1.0
CRS3035RES200mN2841600E4153200,0.76,0.61,0.9,0.88,0.26,0.0,0.0,0.01,0.76,0.58,0.04,1.0,1.0,0.15,0.01,0.06,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.91,0.0,1.0,0.01,1.0,0.0,0.0,0.67,0.74,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.92,1.0,,0.488,0.468,0.0,0.0,0.487,0.353,0.0,0.0
CRS3035RES200mN2841400E4153200,0.97,0.21,0.9,0.84,0.35,0.0,0.01,0.03,0.97,0.23,0.06,1.0,1.0,0.0,0.03,0.08,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.66,0.0,1.0,0.01,1.0,0.0,0.0,0.67,0.65,0.0,-1.0,-1.0,0.0,0.88,0.0,0.0,0.17,0.83,0.93,0.9,1.0,,0.47,0.391,0.0,0.0,0.445,0.33,0.44,0.17
CRS3035RES200mN2841200E4153200,0.76,0.01,0.91,1.0,0.17,0.0,0.01,0.03,0.76,0.0,0.0,1.0,0.99,0.0,0.03,0.08,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.96,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.83,0.0,-1.0,-1.0,0.0,0.64,0.0,0.04,0.17,0.78,0.54,0.95,1.0,,0.41,0.341,0.0,0.0,0.493,0.375,0.32,0.22
CRS3035RES200mN2841000E4153200,0.73,0.0,0.91,1.0,0.0,0.0,0.01,0.03,0.73,0.0,0.0,1.0,0.96,0.0,0.03,0.09,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.96,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.69,0.07,0.03,0.17,0.76,0.86,0.95,1.0,,0.38,0.337,0.0,0.0,0.493,0.418,0.345,0.24
CRS3035RES200mN2840800E4153200,0.9,0.01,0.89,0.98,0.21,0.0,0.01,0.02,0.9,0.0,0.1,1.0,1.0,0.0,0.04,0.1,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.79,0.0,-1.0,-1.0,0.0,0.48,0.06,0.03,0.19,0.75,0.24,0.9,1.0,,0.429,0.362,0.0,0.0,0.5,0.365,0.24,0.25
CRS3035RES200mN2840600E4153200,0.91,0.08,0.92,0.61,0.27,0.0,0.01,0.02,0.91,0.0,0.27,1.0,1.0,0.0,0.04,0.12,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.72,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.73,0.0,-1.0,-1.0,0.0,0.93,0.0,0.0,0.17,0.83,0.05,0.83,1.0,,0.401,0.392,0.0,0.0,0.453,0.35,0.465,0.17
CRS3035RES200mN2840400E4153200,0.94,0.02,0.96,0.1,0.1,0.0,0.0,0.0,0.94,0.0,0.1,1.0,0.99,0.0,0.04,0.12,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.39,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.9,0.0,-1.0,-1.0,0.0,0.0,0.05,0.03,0.16,0.78,0.06,0.21,1.0,,0.303,0.362,0.0,0.0,0.398,0.392,0.0,0.22
CRS3035RES200mN2840200E4153200,0.79,0.0,0.96,0.12,0.12,0.0,0.01,0.01,0.79,0.0,0.12,1.0,1.0,0.0,0.03,0.1,-1.0,-1.0,-1.0,-1.0,0.31,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.88,0.0,-1.0,-1.0,0.01,0.0,0.04,0.03,0.1,0.85,0.3,0.53,1.0,,0.286,0.364,0.31,0.0,0.383,0.388,0.005,0.15
CRS3035RES200mN2840000E4153200,0.98,0.01,0.9,0.35,0.24,0.0,0.01,0.02,0.98,0.0,0.22,1.0,1.0,0.0,0.05,0.12,0.92,0.88,0.0,0.0,0.15,0.43,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.44,0.0,0.83,0.0,1.0,0.0,0.0,0.67,0.76,0.0,-1.0,-1.0,0.0,0.77,0.0,0.0,0.0,1.0,0.0,0.45,0.73,,0.356,0.384,0.397,0.0,0.378,0.358,0.385,0.0
CRS3035RES200mN2839800E4153200,0.62,0.39,-1.0,0.34,0.23,0.0,0.01,0.03,0.62,0.1,0.23,1.0,0.99,0.0,0.05,0.13,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.3,0.0,0.92,0.0,1.0,0.0,0.0,0.67,0.77,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.85,1.0,,0.267,0.402,0.0,0.0,0.37,0.36,0.5,0.0
CRS3035RES200mN2839600E4153200,0.82,0.15,0.93,0.41,0.17,0.0,0.02,0.06,0.82,0.91,0.17,1.0,1.0,0.0,0.07,0.13,-1.0,-1.0,-1.0,-1.0,0.23,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.27,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.83,0.0,-1.0,-1.0,0.0,0.38,0.0,0.0,0.15,0.85,0.0,0.89,1.0,,0.36,0.53,0.23,0.0,0.378,0.375,0.19,0.15
CRS3035RES200mN2839400E4153200,0.87,0.03,0.92,0.28,0.18,0.0,0.02,0.07,0.87,1.0,0.18,1.0,1.0,0.0,0.07,0.14,-1.0,-1.0,-1.0,-1.0,0.34,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.47,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.82,0.0,-1.0,-1.0,0.0,0.83,0.0,0.0,0.15,0.85,0.05,0.9,1.0,,0.332,0.548,0.34,0.0,0.412,0.372,0.415,0.15
CRS3035RES200mN2839200E4153200,0.95,0.11,0.89,0.68,0.35,0.0,0.02,0.07,0.95,0.96,0.35,1.0,1.0,0.0,0.07,0.13,0.83,0.91,0.0,0.0,0.16,0.29,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.63,0.0,0.92,0.0,1.0,0.0,0.0,0.67,0.65,0.0,-1.0,-1.0,0.0,0.21,0.0,0.0,0.12,0.88,0.02,0.88,1.0,,0.432,0.568,0.365,0.0,0.425,0.33,0.105,0.12
CRS3035RES200mN2839000E4153200,0.84,0.11,0.86,0.67,0.24,0.0,0.02,0.06,0.84,0.19,0.24,1.0,0.99,0.0,0.07,0.13,0.81,0.92,0.0,0.0,0.36,0.29,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.62,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.76,0.0,-1.0,-1.0,0.0,0.47,0.12,0.06,0.12,0.76,0.02,0.88,1.0,,0.394,0.42,0.397,0.0,0.437,0.358,0.235,0.24
CRS3035RES200mN2838800E4153200,0.14,0.78,-1.0,1.0,1.0,0.0,0.01,0.06,0.14,0.0,1.0,1.0,0.99,0.0,0.07,0.2,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.96,-1.0,1.0,-1.0,0.0,0.67,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.99,1.0,,0.492,0.521,0.0,0.0,0.74,0.168,-1.0,-1.0
CRS3035RES200mN2838600E4153200,0.69,0.79,0.75,1.0,0.71,0.0,0.0,0.0,0.69,0.0,0.16,0.71,0.96,0.0,0.08,0.19,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.29,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,0.94,1.0,,0.563,0.328,0.0,0.0,0.5,0.24,0.0,0.0
CRS3035RES200mN2838400E4153200,0.52,0.48,0.91,0.6,0.0,0.0,0.01,0.02,0.52,0.0,0.0,0.56,0.96,0.0,0.14,0.21,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.6,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.14,0.86,0.09,0.95,1.0,,0.361,0.283,0.0,0.0,0.433,0.418,0.5,0.14
CRS3035RES200mN2838200E4153200,0.64,0.17,0.92,0.29,0.0,0.0,0.01,0.06,0.64,0.0,0.0,1.0,1.0,0.0,0.16,0.29,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.54,0.0,0.96,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.88,0.08,0.06,0.13,0.77,0.03,0.92,1.0,,0.294,0.371,0.0,0.0,0.417,0.418,0.44,0.23
CRS3035RES200mN2838000E4153200,0.37,0.11,0.9,0.37,0.0,0.0,0.02,0.05,0.37,0.0,0.0,1.0,1.0,0.0,0.16,0.27,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.38,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.38,0.07,0.07,0.13,0.77,0.02,0.95,1.0,,0.255,0.369,0.0,0.0,0.397,0.418,0.19,0.23
CRS3035RES200mN2837800E4153200,0.35,0.07,0.88,0.42,0.0,0.0,0.01,0.05,0.35,0.0,0.0,1.0,1.0,0.0,0.16,0.27,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.85,0.0,1.0,0.0,1.0,0.0,0.44,0.67,1.0,0.0,-1.0,-1.0,0.0,0.72,0.05,0.06,0.12,0.79,0.14,0.97,1.0,,0.25,0.369,0.0,0.0,0.475,0.528,0.36,0.21
CRS3035RES200mN2837600E4153200,0.58,0.07,0.87,0.74,0.0,0.0,0.01,0.07,0.58,0.0,0.0,1.0,1.0,0.0,0.17,0.27,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.79,0.0,1.0,0.0,1.0,0.0,0.96,0.67,1.0,0.0,-1.0,-1.0,0.01,0.32,0.06,0.06,0.13,0.78,0.07,0.96,1.0,,0.329,0.37,0.0,0.0,0.465,0.658,0.165,0.22
CRS3035RES200mN2837400E4153200,0.58,0.08,0.87,0.04,0.04,0.0,0.0,0.03,0.58,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.29,0.0,1.0,0.0,1.0,0.0,0.88,0.67,0.96,0.0,-1.0,-1.0,0.0,0.57,0.06,0.06,0.12,0.78,0.1,0.93,1.0,,0.232,0.333,0.0,0.0,0.382,0.628,0.285,0.22
CRS3035RES200mN2837200E4153200,0.56,0.24,0.87,0.0,0.0,0.0,0.01,0.03,0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.11,0.0,1.0,0.0,1.0,0.0,0.22,0.67,1.0,0.0,-1.0,-1.0,0.0,0.8,0.07,0.05,0.13,0.79,0.1,0.94,1.0,,0.241,0.333,0.0,0.0,0.352,0.473,0.4,0.21
CRS3035RES200mN2837000E4153200,0.65,0.35,0.92,0.3,0.0,0.0,0.03,0.05,0.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.2,0.0,1.0,0.0,1.0,0.07,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.7,0.0,0.06,0.11,0.83,0.01,0.9,1.0,,0.323,0.333,0.0,0.0,0.378,0.418,0.35,0.17
CRS3035RES200mN2836800E4153200,0.97,0.11,0.92,0.37,0.0,0.0,0.03,0.05,0.97,0.0,0.0,0.83,0.99,0.0,0.23,0.45,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.47,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.07,0.17,0.76,0.0,0.78,1.0,,0.344,0.36,0.0,0.0,0.412,0.418,0.0,0.24
CRS3035RES200mN2836600E4153200,0.82,0.09,-1.0,0.26,0.0,0.0,0.03,0.03,0.82,0.0,0.0,0.82,0.98,0.0,0.22,0.42,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.29,0.0,1.0,0.0,1.0,0.0,0.0,0.33,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.75,1.0,,0.2,0.353,0.0,0.0,0.382,0.332,0.0,0.25
CRS3035RES200mN2836400E4153200,0.87,0.06,0.86,0.23,0.05,0.0,0.0,0.05,0.87,0.04,0.0,0.82,1.0,0.0,0.23,0.43,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.23,0.0,1.0,0.0,1.0,0.04,0.0,0.33,0.95,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.69,1.0,,0.299,0.365,0.0,0.0,0.378,0.32,0.0,0.25
CRS3035RES200mN2836200E4153200,0.94,0.09,0.83,0.15,0.12,0.0,0.01,0.15,0.94,0.29,0.0,0.98,0.97,0.0,0.23,0.46,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.28,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.88,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.6,1.0,,0.316,0.431,0.0,0.0,0.38,0.302,0.0,0.33
CRS3035RES200mN2836000E4153200,0.84,0.08,0.82,0.15,0.11,0.0,0.0,0.02,0.84,0.13,0.11,1.0,0.98,0.0,0.21,0.4,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.22,0.0,0.92,0.0,1.0,0.0,0.0,0.33,0.89,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.5,0.73,,0.287,0.421,0.0,0.0,0.357,0.305,0.0,0.25
CRS3035RES200mN2835800E4153200,0.66,0.11,-1.0,0.13,0.12,0.0,0.0,0.0,0.66,0.0,0.12,0.99,0.99,0.0,0.2,0.37,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.88,0.0,-1.0,-1.0,0.0,0.0,0.04,0.15,0.22,0.61,0.04,0.48,1.0,,0.17,0.397,0.0,0.0,0.383,0.302,0.0,0.39
CRS3035RES200mN2835600E4153200,0.6,0.13,-1.0,0.22,0.17,0.0,0.0,0.04,0.6,0.0,0.17,0.95,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.43,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.83,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.43,1.0,,0.19,0.353,0.0,0.0,0.405,0.29,0.0,-1.0
CRS3035RES200mN2835400E4153200,0.53,0.15,-1.0,0.32,0.03,0.0,0.0,0.0,0.53,0.0,0.03,0.89,0.99,0.0,0.16,0.29,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.53,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.97,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.36,1.0,,0.172,0.356,0.0,0.0,0.422,0.325,0.0,-1.0
CRS3035RES200mN2835200E4153200,0.59,0.14,0.84,0.49,0.04,0.0,0.0,0.0,0.59,0.0,0.04,0.8,0.99,0.0,0.15,0.26,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.96,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,,0.3,0.339,0.0,0.0,0.417,0.322,0.0,0.0
CRS3035RES200mN2835000E4153200,0.75,0.13,0.9,0.66,0.43,0.0,0.04,0.24,0.75,0.0,0.28,0.86,1.0,0.0,0.3,0.62,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.57,0.0,-1.0,-1.0,0.0,0.1,0.0,0.2,0.2,0.6,0.07,0.78,1.0,,0.43,0.433,0.0,0.0,0.467,0.225,0.05,0.4
CRS3035RES200mN2834800E4153200,0.87,0.17,0.91,1.0,0.17,0.0,0.02,0.11,0.87,0.0,0.0,0.68,1.0,0.0,0.25,0.56,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.46,0.33,0.83,0.0,-1.0,-1.0,0.0,0.52,0.1,0.2,0.2,0.55,0.0,0.86,1.0,,0.455,0.348,0.0,0.0,0.458,0.405,0.26,0.45
CRS3035RES200mN2834600E4153200,0.56,0.49,0.9,1.0,0.47,0.0,0.01,0.3,0.56,0.0,0.0,0.42,0.97,0.0,0.33,0.68,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.33,0.53,0.0,-1.0,-1.0,0.0,0.0,0.05,0.17,0.27,0.54,0.12,0.96,1.0,,0.511,0.316,0.0,0.0,0.5,0.465,0.0,0.46
CRS3035RES200mN2834400E4153200,0.57,0.79,-1.0,1.0,0.56,0.0,0.03,0.13,0.57,0.0,0.16,0.55,0.98,0.0,0.36,0.75,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.33,0.44,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.93,1.0,,0.5,0.374,0.0,0.0,0.75,0.442,-1.0,-1.0
CRS3035RES200mN2834200E4153200,0.75,0.36,0.95,0.5,0.25,0.0,0.03,0.14,0.75,0.0,0.14,0.79,1.0,0.0,0.36,0.75,-1.0,-1.0,-1.0,-1.0,0.13,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.86,0.0,0.83,0.0,1.0,0.0,0.69,0.67,0.75,0.62,-1.0,-1.0,0.0,0.22,0.12,0.19,0.25,0.5,0.0,0.79,1.0,,0.414,0.414,0.13,0.0,0.448,0.682,0.11,0.5
CRS3035RES200mN2834000E4153200,0.91,0.19,0.82,0.74,0.68,0.0,0.02,0.23,0.91,0.0,0.36,1.0,1.0,0.0,0.38,0.81,-1.0,-1.0,-1.0,-1.0,0.24,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.74,0.0,1.0,0.0,1.0,0.0,0.78,0.67,0.32,1.0,-1.0,-1.0,0.0,0.0,0.14,0.17,0.28,0.48,0.06,0.69,1.0,,0.495,0.492,0.24,0.0,0.457,0.693,0.0,0.52
CRS3035RES200mN2833800E4153200,0.98,0.05,0.82,0.83,0.54,0.0,0.01,0.08,0.98,0.47,0.39,0.96,1.0,0.0,0.67,0.88,0.93,0.64,0.5,1.0,0.16,0.36,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.83,0.0,0.62,0.0,1.0,0.0,0.89,0.67,0.46,1.0,-1.0,-1.0,0.0,0.83,0.1,0.21,0.28,0.46,0.01,0.73,0.6,,0.466,0.599,0.598,0.0,0.408,0.755,0.415,0.54
CRS3035RES200mN2833600E4153200,0.99,0.21,0.91,0.99,0.53,0.0,0.01,0.06,0.99,1.0,0.0,0.72,0.99,0.0,0.38,0.8,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.08,1.0,0.03,0.99,0.67,0.47,1.0,-1.0,-1.0,0.0,0.0,0.0,0.2,0.4,0.4,0.01,0.79,1.0,,0.524,0.55,0.0,0.0,0.518,0.782,0.0,0.6
CRS3035RES200mN2833400E4153200,0.91,0.24,0.63,0.82,0.75,0.0,0.01,0.06,0.91,1.0,0.0,0.66,0.99,0.0,0.37,0.75,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.39,-1.0,1.0,0.0,0.92,0.0,1.0,0.0,1.0,0.67,0.25,1.0,-1.0,-1.0,0.01,0.11,0.09,0.18,0.35,0.42,0.0,0.85,1.0,,0.484,0.535,0.0,0.39,0.487,0.73,0.06,0.58
CRS3035RES200mN2833200E4153200,0.71,0.09,0.68,0.75,0.62,0.0,0.04,0.04,0.71,1.0,0.3,1.0,0.97,0.0,0.62,0.82,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.96,0.0,1.0,0.0,1.0,0.33,0.38,1.0,-1.0,-1.0,0.0,0.9,0.1,0.17,0.36,0.41,0.09,0.91,1.0,,0.413,0.665,0.0,0.0,0.493,0.678,0.45,0.59
CRS3035RES200mN2833000E4153200,0.62,0.2,0.9,0.56,0.45,0.0,0.04,0.01,0.62,0.24,0.08,1.0,0.99,0.0,0.61,0.8,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.43,0.0,1.0,0.02,1.0,0.0,0.5,0.67,0.55,1.0,-1.0,-1.0,0.0,0.0,0.15,0.23,0.31,0.38,0.0,0.86,1.0,,0.394,0.503,0.0,0.0,0.408,0.68,0.0,0.62
CRS3035RES200mN2832800E4153200,0.87,0.78,0.85,0.62,0.62,0.0,0.03,0.0,0.87,0.0,0.55,1.0,0.99,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.57,0.0,1.0,-1.0,1.0,-1.0,0.0,0.33,0.38,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.9,0.93,,0.536,0.423,0.0,0.0,0.642,0.428,-1.0,-1.0
CRS3035RES200mN2832600E4153200,0.95,0.73,0.84,0.58,0.58,0.0,0.02,0.02,0.95,0.12,0.58,1.0,0.99,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.66,0.0,1.0,0.0,1.0,0.0,0.42,0.33,0.42,1.0,-1.0,-1.0,0.0,0.0,0.23,0.23,0.31,0.35,0.0,0.9,1.0,,0.529,0.448,0.0,0.0,0.443,0.542,0.0,0.65
CRS3035RES200mN2832400E4153200,0.86,0.61,0.8,0.69,0.69,0.0,0.03,0.04,0.86,0.78,0.62,1.0,0.99,0.01,0.62,0.84,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.33,0.31,1.0,-1.0,-1.0,0.0,0.0,0.22,0.23,0.32,0.34,0.0,0.91,1.0,,0.526,0.688,0.0,0.0,0.483,0.66,0.0,0.66
CRS3035RES200mN2832200E4153200,0.92,0.3,0.74,0.59,0.56,0.0,0.04,0.12,0.92,0.94,0.52,1.0,0.99,0.96,0.59,0.87,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16,-1.0,0.62,0.0,0.67,0.0,1.0,0.0,1.0,0.33,0.44,1.0,-1.0,-1.0,0.0,0.24,0.23,0.25,0.3,0.34,0.03,0.72,1.0,,0.456,0.857,0.0,0.16,0.382,0.692,0.12,0.66
